Contig	FOUR	THOUS
ruditapes_c22057	0	0
ruditapes_c22058	87	101
ruditapes_c22059	23	36
ruditapes_c22060	5	6
ruditapes_c22061	2	1
ruditapes_c22062	0	0
ruditapes_c22063	0	0
ruditapes_c22065	0	0
ruditapes_c22066	2	3
ruditapes_c22067	0	0
ruditapes_c22068	1	0
ruditapes_c22069	3	5
ruditapes_c22070	1	1
ruditapes_c22071	2	3
ruditapes_c22074	0	0
ruditapes_c22075	1	3
ruditapes_c22076	12	33
ruditapes_c22077	4	2
ruditapes_c22078	0	0
ruditapes_c22079	0	2
ruditapes_c22080	3	12
ruditapes_c22082	1	1
ruditapes_c22083	2	4
ruditapes_c22084	0	0
ruditapes_c22086	0	0
ruditapes_c22087	9	15
ruditapes_c22088	2	1
ruditapes_c22089	1	0
ruditapes_c22091	14	82
ruditapes_c22092	0	0
ruditapes_c22093	0	0
ruditapes_c22094	1	3
ruditapes_c22095	1	1
ruditapes_c22096	0	0
ruditapes_c22097	1	1
ruditapes_c22098	0	1
ruditapes_c221	8	12
ruditapes_c22100	4	12
ruditapes_c22101	0	0
ruditapes_c22103	2	6
ruditapes_c22104	1	2
ruditapes_c22105	4	9
ruditapes_c22106	5	3
ruditapes_c22107	0	1
ruditapes_c22108	0	0
ruditapes_c22109	0	0
ruditapes_c22110	0	0
ruditapes_c22111	0	2
ruditapes_c22112	0	0
ruditapes_c22113	1	3
ruditapes_c22114	0	0
ruditapes_c22115	0	0
ruditapes_c22116	7	9
ruditapes_c22117	0	0
ruditapes_c22119	0	0
ruditapes_c22120	1	2
ruditapes_c22121	0	1
ruditapes_c22122	1	1
ruditapes_c22123	0	0
ruditapes_c22125	13	13
ruditapes_c22126	0	0
ruditapes_c22127	0	0
ruditapes_c22129	0	0
ruditapes_c2213	1	1
ruditapes_c22130	0	0
ruditapes_c22131	0	0
ruditapes_c22133	0	1
ruditapes_c22134	7	17
ruditapes_c22135	0	0
ruditapes_c22136	6	13
ruditapes_c22137	0	1
ruditapes_c22139	0	1
ruditapes_c2214	1	4
ruditapes_c22141	0	0
ruditapes_c22142	0	0
ruditapes_c22143	1	3
ruditapes_c22144	0	0
ruditapes_c22145	13	51
ruditapes_c22146	0	2
ruditapes_c22147	1	1
ruditapes_c22148	1	1
ruditapes_c22149	1	1
ruditapes_c2215	7	23
ruditapes_c22150	0	0
ruditapes_c22151	5	10
ruditapes_c22152	0	0
ruditapes_c22153	5	22
ruditapes_c22154	0	0
ruditapes_c22155	0	0
ruditapes_c22156	0	2
ruditapes_c22158	2	4
ruditapes_c22159	4	13
ruditapes_c2216	14	37
ruditapes_c22160	0	0
ruditapes_c22162	1	0
ruditapes_c22163	1	3
ruditapes_c22164	1	1
ruditapes_c22165	2	6
ruditapes_c22166	0	0
ruditapes_c22167	0	0
ruditapes_c22168	0	1
ruditapes_c22169	0	0
ruditapes_c22170	3	3
ruditapes_c22171	0	0
ruditapes_c22173	1	1
ruditapes_c22174	0	1
ruditapes_c22175	3	7
ruditapes_c22178	2	3
ruditapes_c22179	0	0
ruditapes_c2218	18	24
ruditapes_c22180	0	0
ruditapes_c22181	0	0
ruditapes_c22183	1	2
ruditapes_c22184	0	0
ruditapes_c22185	9	10
ruditapes_c22187	2	3
ruditapes_c22188	0	0
ruditapes_c22189	2	2
ruditapes_c2219	16	26
ruditapes_c22190	14	22
ruditapes_c22191	0	0
ruditapes_c22192	0	0
ruditapes_c22193	2	4
ruditapes_c22194	1	3
ruditapes_c22195	1	0
ruditapes_c22196	0	0
ruditapes_c22197	0	0
ruditapes_c22198	0	2
ruditapes_c22199	0	1
ruditapes_c22201	0	0
ruditapes_c22202	1	1
ruditapes_c22203	1	3
ruditapes_c22204	0	0
ruditapes_c22205	0	0
ruditapes_c22206	0	1
ruditapes_c22207	3	2
ruditapes_c22208	0	2
ruditapes_c22209	10	14
ruditapes_c22211	0	1
ruditapes_c22212	0	1
ruditapes_c22213	3	5
ruditapes_c22214	0	0
ruditapes_c22217	23	26
ruditapes_c22219	0	0
ruditapes_c22220	0	1
ruditapes_c22222	3	4
ruditapes_c22223	0	0
ruditapes_c22224	0	0
ruditapes_c22225	6	10
ruditapes_c22226	2	4
ruditapes_c22228	0	1
ruditapes_c22229	0	0
ruditapes_c22230	39	129
ruditapes_c22231	45	35
ruditapes_c22232	0	0
ruditapes_c22233	1	3
ruditapes_c22234	0	0
ruditapes_c22235	1	1
ruditapes_c22236	1	2
ruditapes_c22237	1	0
ruditapes_c22238	0	0
ruditapes_c22239	0	1
ruditapes_c22240	2	2
ruditapes_c22241	0	0
ruditapes_c22242	0	0
ruditapes_c22243	14	18
ruditapes_c22244	3	5
ruditapes_c22245	1	3
ruditapes_c22246	0	0
ruditapes_c22247	0	0
ruditapes_c22248	0	0
ruditapes_c2225	3	5
ruditapes_c22251	0	0
ruditapes_c22252	4	2
ruditapes_c22253	1	1
ruditapes_c22254	10	15
ruditapes_c22255	19	39
ruditapes_c22256	6	10
ruditapes_c22258	2	3
ruditapes_c22259	0	0
ruditapes_c22260	2	5
ruditapes_c22261	6	7
ruditapes_c22262	0	0
ruditapes_c22263	1	0
ruditapes_c22264	0	0
ruditapes_c22265	0	0
ruditapes_c22267	0	0
ruditapes_c22269	0	0
ruditapes_c22270	0	0
ruditapes_c22271	2	4
ruditapes_c22272	0	0
ruditapes_c22273	0	0
ruditapes_c22274	0	0
ruditapes_c22276	21	26
ruditapes_c22277	1	1
ruditapes_c22279	0	0
ruditapes_c22280	3	13
ruditapes_c22281	0	0
ruditapes_c22282	1	1
ruditapes_c22284	1	1
ruditapes_c22285	2	10
ruditapes_c22286	0	0
ruditapes_c22287	3	3
ruditapes_c22288	0	0
ruditapes_c22290	2	2
ruditapes_c22291	0	0
ruditapes_c22292	0	0
ruditapes_c22293	0	1
ruditapes_c22294	0	0
ruditapes_c22295	17	33
ruditapes_c22296	0	2
ruditapes_c22297	1	0
ruditapes_c22298	0	0
ruditapes_c22299	0	0
ruditapes_c22300	17	25
ruditapes_c22301	0	0
ruditapes_c22302	3	3
ruditapes_c22303	3	7
ruditapes_c22304	0	0
ruditapes_c22305	1	2
ruditapes_c22306	0	1
ruditapes_c22307	0	0
ruditapes_c22308	19	31
ruditapes_c22309	33	57
ruditapes_c22310	0	0
ruditapes_c22311	1	1
ruditapes_c22312	5	3
ruditapes_c22313	8	12
ruditapes_c22314	0	1
ruditapes_c22315	0	0
ruditapes_c22316	0	0
ruditapes_c22318	1	1
ruditapes_c22319	0	0
ruditapes_c22320	26	32
ruditapes_c22321	5	12
ruditapes_c22322	0	0
ruditapes_c22324	0	0
ruditapes_c22325	0	0
ruditapes_c22326	1	3
ruditapes_c22327	0	0
ruditapes_c22331	0	0
ruditapes_c22332	0	1
ruditapes_c22333	0	0
ruditapes_c22334	1	2
ruditapes_c22335	0	0
ruditapes_c22336	0	0
ruditapes_c22337	1	4
ruditapes_c22338	8	7
ruditapes_c22339	1	1
ruditapes_c22340	2	1
ruditapes_c22341	0	0
ruditapes_c22342	0	1
ruditapes_c22343	0	0
ruditapes_c22345	0	0
ruditapes_c22346	6	10
ruditapes_c22348	5	9
ruditapes_c2235	0	0
ruditapes_c22350	0	0
ruditapes_c22353	0	0
ruditapes_c22354	0	1
ruditapes_c22356	1	1
ruditapes_c22357	0	0
ruditapes_c22358	9	8
ruditapes_c22359	25	15
ruditapes_c22360	0	0
ruditapes_c22361	0	0
ruditapes_c22362	0	1
ruditapes_c22364	0	0
ruditapes_c22365	0	3
ruditapes_c22367	0	2
ruditapes_c22368	3	6
ruditapes_c22369	0	1
ruditapes_c2237	0	1
ruditapes_c22370	1	1
ruditapes_c22372	6	36
ruditapes_c22373	0	1
ruditapes_c22374	1	1
ruditapes_c22375	0	1
ruditapes_c22376	0	0
ruditapes_c22377	0	0
ruditapes_c2238	13	16
ruditapes_c22380	1	7
ruditapes_c22382	2	0
ruditapes_c22383	0	2
ruditapes_c22384	0	0
ruditapes_c22385	0	0
ruditapes_c22387	0	3
ruditapes_c22390	1	2
ruditapes_c22391	3	2
ruditapes_c22392	2	4
ruditapes_c22393	0	1
ruditapes_c22395	0	0
ruditapes_c22396	1	1
ruditapes_c22397	0	0
ruditapes_c22399	2	4
ruditapes_c22400	0	0
ruditapes_c22406	0	0
ruditapes_c22407	0	0
ruditapes_c22408	3	5
ruditapes_c22409	13	17
ruditapes_c22410	0	0
ruditapes_c22412	11	14
ruditapes_c22413	3	3
ruditapes_c22414	7	27
ruditapes_c22415	1	1
ruditapes_c22416	1	0
ruditapes_c22417	0	0
ruditapes_c22418	0	0
ruditapes_c22419	0	1
ruditapes_c2242	0	0
ruditapes_c22420	0	2
ruditapes_c22422	1	1
ruditapes_c22423	4	3
ruditapes_c22424	0	0
ruditapes_c22425	6	25
ruditapes_c22426	8	49
ruditapes_c22427	1	1
ruditapes_c22428	0	0
ruditapes_c22429	1	1
ruditapes_c22430	0	0
ruditapes_c22431	2	2
ruditapes_c22433	3	2
ruditapes_c22434	0	0
ruditapes_c22435	1	0
ruditapes_c22436	2	7
ruditapes_c22437	1	0
ruditapes_c22438	0	0
ruditapes_c22439	0	0
ruditapes_c22440	0	0
ruditapes_c22441	2	2
ruditapes_c22444	0	0
ruditapes_c22445	0	0
ruditapes_c22446	2	1
ruditapes_c22447	1	0
ruditapes_c22448	8	9
ruditapes_c22449	3	10
ruditapes_c2245	0	0
ruditapes_c22450	0	0
ruditapes_c22451	1	3
ruditapes_c22453	0	0
ruditapes_c22454	0	0
ruditapes_c22455	0	1
ruditapes_c22456	0	0
ruditapes_c22457	9	22
ruditapes_c22458	1	2
ruditapes_c22460	5	16
ruditapes_c22462	0	8
ruditapes_c22463	8	24
ruditapes_c22468	0	0
ruditapes_c22469	1	1
ruditapes_c2247	0	0
ruditapes_c22470	0	0
ruditapes_c22471	0	0
ruditapes_c22472	0	1
ruditapes_c22473	0	0
ruditapes_c22474	1	1
ruditapes_c22478	1	1
ruditapes_c22479	0	0
ruditapes_c22480	0	0
ruditapes_c22481	1	1
ruditapes_c22482	0	0
ruditapes_c22483	3	7
ruditapes_c22484	0	0
ruditapes_c22485	0	1
ruditapes_c22486	0	0
ruditapes_c22488	0	0
ruditapes_c22489	1	2
ruditapes_c22490	0	1
ruditapes_c22491	2	3
ruditapes_c22492	0	0
ruditapes_c22493	0	0
ruditapes_c22494	2	6
ruditapes_c22495	4	4
ruditapes_c22497	1	0
ruditapes_c22498	1	0
ruditapes_c22499	5	11
ruditapes_c225	0	0
ruditapes_c22501	0	0
ruditapes_c22502	0	1
ruditapes_c22504	0	0
ruditapes_c22506	0	0
ruditapes_c22508	6	14
ruditapes_c22509	0	0
ruditapes_c22510	1	3
ruditapes_c22511	6	3
ruditapes_c22512	3	2
ruditapes_c22514	8	5
ruditapes_c22515	1	0
ruditapes_c22516	3	5
ruditapes_c22517	2	1
ruditapes_c22519	0	0
ruditapes_c22520	0	0
ruditapes_c22522	0	0
ruditapes_c22524	0	0
ruditapes_c22525	1	1
ruditapes_c22526	24	44
ruditapes_c22527	0	1
ruditapes_c22529	2	2
ruditapes_c22531	4	5
ruditapes_c22532	2	4
ruditapes_c22533	0	0
ruditapes_c22534	1	7
ruditapes_c22535	0	0
ruditapes_c22536	0	1
ruditapes_c22537	0	1
ruditapes_c22538	9	15
ruditapes_c22539	7	14
ruditapes_c2254	19	20
ruditapes_c22540	1	0
ruditapes_c22541	0	0
ruditapes_c22542	0	0
ruditapes_c22543	0	0
ruditapes_c22544	1	0
ruditapes_c22545	1	2
ruditapes_c22546	0	0
ruditapes_c22547	0	0
ruditapes_c22548	0	0
ruditapes_c22549	0	2
ruditapes_c2255	1	1
ruditapes_c22550	0	0
ruditapes_c22551	0	0
ruditapes_c22552	1	3
ruditapes_c22554	0	0
ruditapes_c22555	1	1
ruditapes_c22556	0	0
ruditapes_c22557	1	3
ruditapes_c22558	2	4
ruditapes_c2256	2	4
ruditapes_c22560	5	10
ruditapes_c22561	0	0
ruditapes_c22562	1	2
ruditapes_c22563	6	32
ruditapes_c22564	0	0
ruditapes_c22565	17	26
ruditapes_c22566	0	0
ruditapes_c22567	0	1
ruditapes_c22568	4	5
ruditapes_c2257	74	149
ruditapes_c22570	5	3
ruditapes_c22571	1	1
ruditapes_c22574	1	1
ruditapes_c22576	0	1
ruditapes_c22577	2	2
ruditapes_c22579	0	0
ruditapes_c22580	2	2
ruditapes_c22581	2	4
ruditapes_c22582	0	2
ruditapes_c22585	4	6
ruditapes_c22586	0	0
ruditapes_c22588	0	0
ruditapes_c22589	4	3
ruditapes_c22590	0	0
ruditapes_c22591	0	0
ruditapes_c22592	0	0
ruditapes_c22595	1	5
ruditapes_c22596	0	0
ruditapes_c22598	1	0
ruditapes_c22599	0	1
ruditapes_c226	682	442
ruditapes_c22600	0	0
ruditapes_c22601	8	11
ruditapes_c22602	0	0
ruditapes_c22604	0	0
ruditapes_c22605	1	3
ruditapes_c22606	0	0
ruditapes_c22607	0	0
ruditapes_c22608	0	0
ruditapes_c22609	5	5
ruditapes_c22610	11	16
ruditapes_c22611	0	0
ruditapes_c22612	0	1
ruditapes_c22614	1	2
ruditapes_c22615	15	19
ruditapes_c22616	0	0
ruditapes_c22617	3	2
ruditapes_c22619	0	1
ruditapes_c2262	1	2
ruditapes_c22621	0	1
ruditapes_c22623	0	1
ruditapes_c22624	0	0
ruditapes_c22625	0	0
ruditapes_c22626	0	0
ruditapes_c22627	1	1
ruditapes_c22628	2	1
ruditapes_c22629	0	2
ruditapes_c22630	0	0
ruditapes_c22631	24	51
ruditapes_c22632	0	0
ruditapes_c22633	2	3
ruditapes_c22635	1	1
ruditapes_c22636	1	1
ruditapes_c22637	1	3
ruditapes_c22638	1	5
ruditapes_c22639	3	7
ruditapes_c2264	28	213
ruditapes_c22640	0	0
ruditapes_c22641	0	1
ruditapes_c22643	0	0
ruditapes_c22644	0	0
ruditapes_c22645	0	0
ruditapes_c22646	106	98
ruditapes_c22647	0	2
ruditapes_c22649	0	0
ruditapes_c2265	40	61
ruditapes_c22650	11	11
ruditapes_c22651	2	4
ruditapes_c22652	5	24
ruditapes_c22653	1	0
ruditapes_c22656	0	0
ruditapes_c22657	0	0
ruditapes_c22659	23	37
ruditapes_c22660	1	0
ruditapes_c22661	0	3
ruditapes_c22662	1	3
ruditapes_c22663	0	0
ruditapes_c22664	6	14
ruditapes_c22665	0	0
ruditapes_c22667	2	3
ruditapes_c22668	0	0
ruditapes_c22669	1	1
ruditapes_c22670	3	4
ruditapes_c22671	205	383
ruditapes_c22673	0	0
ruditapes_c22674	1	3
ruditapes_c22675	0	0
ruditapes_c22676	0	0
ruditapes_c22677	3	5
ruditapes_c22678	1	1
ruditapes_c22679	0	1
ruditapes_c2268	1	1
ruditapes_c22680	1	0
ruditapes_c22681	1	1
ruditapes_c22682	5	6
ruditapes_c22683	9	12
ruditapes_c22684	0	1
ruditapes_c22685	0	0
ruditapes_c22686	0	0
ruditapes_c22687	0	0
ruditapes_c22688	1	0
ruditapes_c22689	0	1
ruditapes_c2269	1	2
ruditapes_c22690	1	1
ruditapes_c22691	0	0
ruditapes_c22692	0	0
ruditapes_c22693	0	0
ruditapes_c22695	400	695
ruditapes_c22699	0	0
ruditapes_c227	2	13
ruditapes_c2270	3	5
ruditapes_c22701	0	0
ruditapes_c22702	0	4
ruditapes_c22703	0	0
ruditapes_c22704	2	1
ruditapes_c22705	33	50
ruditapes_c22706	0	0
ruditapes_c22707	0	0
ruditapes_c22708	3	8
ruditapes_c22709	0	1
ruditapes_c22710	0	0
ruditapes_c22711	0	0
ruditapes_c22712	0	0
ruditapes_c22714	1	0
ruditapes_c22715	15	37
ruditapes_c22716	0	0
ruditapes_c22717	0	0
ruditapes_c22718	3	2
ruditapes_c22719	1	2
ruditapes_c22720	0	1
ruditapes_c22721	3	5
ruditapes_c22722	3	3
ruditapes_c22723	13	39
ruditapes_c22724	4	15
ruditapes_c22725	1	1
ruditapes_c22729	2	2
ruditapes_c22731	285	695
ruditapes_c22732	0	0
ruditapes_c22733	1	3
ruditapes_c22734	0	0
ruditapes_c22735	6	14
ruditapes_c22738	2	1
ruditapes_c22739	0	0
ruditapes_c22741	3	2
ruditapes_c22742	0	0
ruditapes_c22743	1	3
ruditapes_c22744	2	3
ruditapes_c22745	2	1
ruditapes_c22746	12	10
ruditapes_c22747	0	0
ruditapes_c22748	0	0
ruditapes_c22749	1	1
ruditapes_c22750	0	2
ruditapes_c22751	13	17
ruditapes_c22752	0	0
ruditapes_c22753	3	9
ruditapes_c22754	1	1
ruditapes_c22755	0	1
ruditapes_c22756	1	4
ruditapes_c22757	8	9
ruditapes_c22758	7	8
ruditapes_c22759	3	4
ruditapes_c22760	0	0
ruditapes_c22761	39	62
ruditapes_c22762	53	67
ruditapes_c22763	0	0
ruditapes_c22764	0	0
ruditapes_c22765	1	2
ruditapes_c22766	5	4
ruditapes_c22767	0	0
ruditapes_c22768	0	1
ruditapes_c22769	1	2
ruditapes_c22770	1	1
ruditapes_c22771	14	22
ruditapes_c22772	2	5
ruditapes_c22773	0	0
ruditapes_c22774	0	0
ruditapes_c22775	16	20
ruditapes_c22776	2	3
ruditapes_c22777	0	0
ruditapes_c22778	0	0
ruditapes_c22779	12	25
ruditapes_c2278	23	39
ruditapes_c22781	0	0
ruditapes_c22782	0	0
ruditapes_c22783	8	10
ruditapes_c22784	13	15
ruditapes_c22785	1	1
ruditapes_c22788	0	0
ruditapes_c22789	1	1
ruditapes_c2279	0	0
ruditapes_c22790	0	0
ruditapes_c22791	0	0
ruditapes_c22792	0	1
ruditapes_c22793	1	0
ruditapes_c22796	0	0
ruditapes_c22797	0	2
ruditapes_c22798	12	9
ruditapes_c22799	0	1
ruditapes_c22800	13	12
ruditapes_c22801	1	2
ruditapes_c22802	0	0
ruditapes_c22804	0	0
ruditapes_c22805	10	14
ruditapes_c22806	7	12
ruditapes_c22807	7	10
ruditapes_c22808	0	0
ruditapes_c22809	1	2
ruditapes_c2281	0	0
ruditapes_c22810	0	0
ruditapes_c22811	0	1
ruditapes_c22812	2	2
ruditapes_c22813	1	4
ruditapes_c22814	0	0
ruditapes_c22815	0	0
ruditapes_c22816	13	22
ruditapes_c22817	23	19
ruditapes_c2282	3	5
ruditapes_c22820	12	21
ruditapes_c22821	1	1
ruditapes_c22823	1	3
ruditapes_c22824	0	0
ruditapes_c22825	0	0
ruditapes_c22826	0	0
ruditapes_c22827	0	0
ruditapes_c22828	0	0
ruditapes_c22829	0	0
ruditapes_c22830	17	16
ruditapes_c22832	8	6
ruditapes_c22833	2	3
ruditapes_c22834	5	2
ruditapes_c22835	0	1
ruditapes_c22836	0	0
ruditapes_c22837	0	0
ruditapes_c22838	16	26
ruditapes_c22839	7	6
ruditapes_c2284	0	1
ruditapes_c22840	0	0
ruditapes_c22841	0	0
ruditapes_c22843	2	1
ruditapes_c22844	0	2
ruditapes_c22845	1	2
ruditapes_c22846	0	0
ruditapes_c22847	0	1
ruditapes_c22848	2	1
ruditapes_c2285	3	4
ruditapes_c22850	3	3
ruditapes_c22851	2	2
ruditapes_c22852	5	7
ruditapes_c22853	0	0
ruditapes_c22854	2	2
ruditapes_c22855	6	8
ruditapes_c22856	0	0
ruditapes_c22857	1	1
ruditapes_c22858	1	2
ruditapes_c22859	0	0
ruditapes_c22860	0	0
ruditapes_c22864	0	0
ruditapes_c22865	0	1
ruditapes_c22866	0	0
ruditapes_c22867	0	0
ruditapes_c22868	0	0
ruditapes_c22869	0	0
ruditapes_c2287	0	0
ruditapes_c22870	6	6
ruditapes_c22871	0	0
ruditapes_c22872	0	0
ruditapes_c22873	1	3
ruditapes_c22874	9	17
ruditapes_c22877	1	1
ruditapes_c22878	0	0
ruditapes_c22879	6	5
ruditapes_c22880	3	5
ruditapes_c22881	7	10
ruditapes_c22882	1	1
ruditapes_c22883	1	2
ruditapes_c22885	2	8
ruditapes_c22886	0	0
ruditapes_c22887	7	8
ruditapes_c22888	0	0
ruditapes_c22889	1	4
ruditapes_c2289	2	2
ruditapes_c22890	0	0
ruditapes_c22891	0	0
ruditapes_c22892	0	1
ruditapes_c22893	0	1
ruditapes_c22895	1	0
ruditapes_c22896	0	0
ruditapes_c22897	0	0
ruditapes_c22899	3	2
ruditapes_c2290	8	14
ruditapes_c22901	1	2
ruditapes_c22902	0	0
ruditapes_c22903	0	0
ruditapes_c22904	0	0
ruditapes_c22905	4	11
ruditapes_c22906	36	18
ruditapes_c22907	0	0
ruditapes_c22908	6	7
ruditapes_c22909	1	3
ruditapes_c22911	1	1
ruditapes_c22913	0	0
ruditapes_c22914	1	2
ruditapes_c22916	1	1
ruditapes_c22917	4	22
ruditapes_c22919	0	0
ruditapes_c2292	24	22
ruditapes_c22921	0	0
ruditapes_c22922	0	0
ruditapes_c22923	0	0
ruditapes_c22924	0	0
ruditapes_c22925	10	22
ruditapes_c22926	1	3
ruditapes_c22927	0	2
ruditapes_c2293	17	32
ruditapes_c22931	15	59
ruditapes_c22933	0	0
ruditapes_c22934	0	0
ruditapes_c22936	0	0
ruditapes_c22937	6	13
ruditapes_c22940	0	1
ruditapes_c22941	46	41
ruditapes_c22942	1	0
ruditapes_c22944	0	1
ruditapes_c22945	0	0
ruditapes_c22947	0	1
ruditapes_c22948	0	0
ruditapes_c22949	0	0
ruditapes_c2295	15	35
ruditapes_c22950	8	17
ruditapes_c22953	2	4
ruditapes_c22954	1	3
ruditapes_c22955	0	0
ruditapes_c22956	0	0
ruditapes_c22957	5	9
ruditapes_c22958	0	0
ruditapes_c2296	0	0
ruditapes_c22960	0	1
ruditapes_c22962	1	3
ruditapes_c22963	0	0
ruditapes_c22964	8	28
ruditapes_c22965	0	0
ruditapes_c22966	0	0
ruditapes_c22967	0	0
ruditapes_c22968	0	0
ruditapes_c22969	1	1
ruditapes_c2297	0	0
ruditapes_c22970	0	0
ruditapes_c22971	0	0
ruditapes_c22972	0	0
ruditapes_c22973	0	0
ruditapes_c22974	0	0
ruditapes_c22975	14	22
ruditapes_c22977	1	1
ruditapes_c22978	0	0
ruditapes_c22980	3	3
ruditapes_c22981	0	0
ruditapes_c22982	0	0
ruditapes_c22983	0	0
ruditapes_c22984	0	1
ruditapes_c22986	1	1
ruditapes_c22987	0	1
ruditapes_c22988	5	21
ruditapes_c22989	1	3
ruditapes_c22990	13	13
ruditapes_c22991	1	0
ruditapes_c22992	0	0
ruditapes_c22993	0	0
ruditapes_c22994	0	0
ruditapes_c22995	0	0
ruditapes_c22996	1	1
ruditapes_c22997	2	3
ruditapes_c22998	0	0
ruditapes_c22999	0	0
ruditapes_c23000	0	0
ruditapes_c23002	0	0
ruditapes_c23004	0	0
ruditapes_c23005	2	10
ruditapes_c23007	0	0
ruditapes_c23008	0	3
ruditapes_c23009	1	3
ruditapes_c23010	0	0
ruditapes_c23011	0	0
ruditapes_c23012	4	3
ruditapes_c23013	0	0
ruditapes_c23014	0	0
ruditapes_c23015	4	6
ruditapes_c23017	1	3
ruditapes_c23018	1	3
ruditapes_c23019	0	0
ruditapes_c23020	0	0
ruditapes_c23021	3	8
ruditapes_c23022	0	0
ruditapes_c23023	0	0
ruditapes_c23024	20	40
ruditapes_c23025	1	0
ruditapes_c23026	0	0
ruditapes_c23027	1	0
ruditapes_c23028	13	13
ruditapes_c23029	1	2
ruditapes_c2303	27	19
ruditapes_c23030	0	0
ruditapes_c23032	2	4
ruditapes_c23035	0	0
ruditapes_c23036	0	0
ruditapes_c23038	0	2
ruditapes_c23042	0	0
ruditapes_c23043	3	3
ruditapes_c23044	0	0
ruditapes_c23045	0	0
ruditapes_c23046	0	0
ruditapes_c23047	0	0
ruditapes_c23048	0	0
ruditapes_c23049	0	1
ruditapes_c2305	1	2
ruditapes_c23053	0	0
ruditapes_c23054	0	0
ruditapes_c23055	1	6
ruditapes_c23056	0	0
ruditapes_c23057	0	0
ruditapes_c23058	0	1
ruditapes_c23060	0	0
ruditapes_c23061	3	3
ruditapes_c23063	0	0
ruditapes_c23065	0	0
ruditapes_c23066	0	0
ruditapes_c23067	3	2
ruditapes_c23068	0	0
ruditapes_c23069	0	0
ruditapes_c2307	6	35
ruditapes_c23070	0	0
ruditapes_c23071	0	0
ruditapes_c23072	0	1
ruditapes_c23076	1	1
ruditapes_c23077	2	4
ruditapes_c23078	0	0
ruditapes_c23079	0	0
ruditapes_c23080	0	0
ruditapes_c23081	0	0
ruditapes_c23082	0	0
ruditapes_c23083	2	2
ruditapes_c23084	0	1
ruditapes_c23085	0	0
ruditapes_c23086	0	0
ruditapes_c23087	0	0
ruditapes_c23088	0	0
ruditapes_c23089	0	0
ruditapes_c2309	13	10
ruditapes_c23090	1	6
ruditapes_c23091	1	2
ruditapes_c23092	0	0
ruditapes_c23093	1	1
ruditapes_c23094	0	0
ruditapes_c23095	1	1
ruditapes_c23096	0	0
ruditapes_c23097	0	0
ruditapes_c23098	28	43
ruditapes_c23099	3	2
ruditapes_c23100	1	1
ruditapes_c23101	6	7
ruditapes_c23105	0	0
ruditapes_c23106	20	124
ruditapes_c23108	0	1
ruditapes_c23109	0	0
ruditapes_c23110	0	0
ruditapes_c23111	3	4
ruditapes_c23113	15	24
ruditapes_c23115	1	4
ruditapes_c23116	2	3
ruditapes_c23117	0	0
ruditapes_c23118	0	0
ruditapes_c23119	4	8
ruditapes_c2312	9	18
ruditapes_c23121	5	12
ruditapes_c23122	1	1
ruditapes_c23123	9	9
ruditapes_c23125	1	2
ruditapes_c23126	1	1
ruditapes_c23127	0	0
ruditapes_c23129	1	3
ruditapes_c2313	40	84
ruditapes_c23130	13	15
ruditapes_c23132	18	47
ruditapes_c23133	1	2
ruditapes_c23134	0	0
ruditapes_c23135	1	1
ruditapes_c23136	2	1
ruditapes_c23137	0	0
ruditapes_c23138	9	52
ruditapes_c23139	1	2
ruditapes_c2314	12	24
ruditapes_c23140	0	0
ruditapes_c23141	0	0
ruditapes_c23145	0	0
ruditapes_c23146	0	0
ruditapes_c23147	3	12
ruditapes_c23148	1	1
ruditapes_c23149	0	0
ruditapes_c2315	64	41
ruditapes_c23150	4	8
ruditapes_c23151	1	3
ruditapes_c23152	1	1
ruditapes_c23153	0	1
ruditapes_c23154	2	1
ruditapes_c23155	2	3
ruditapes_c23156	3	5
ruditapes_c23157	0	0
ruditapes_c23158	0	1
ruditapes_c23159	0	0
ruditapes_c23161	1	0
ruditapes_c23162	1	2
ruditapes_c23163	0	0
ruditapes_c23164	0	0
ruditapes_c23165	0	1
ruditapes_c23166	3	7
ruditapes_c23167	1	2
ruditapes_c23168	1	5
ruditapes_c23169	0	0
ruditapes_c23170	0	0
ruditapes_c23171	0	0
ruditapes_c23173	11	22
ruditapes_c23174	0	0
ruditapes_c23175	0	0
ruditapes_c23176	0	1
ruditapes_c23177	0	0
ruditapes_c23178	0	0
ruditapes_c23179	0	0
ruditapes_c23180	0	3
ruditapes_c23181	1	1
ruditapes_c23183	0	0
ruditapes_c23184	0	0
ruditapes_c23185	0	0
ruditapes_c23186	0	0
ruditapes_c23187	0	1
ruditapes_c23188	0	0
ruditapes_c2319	1	2
ruditapes_c23190	0	0
ruditapes_c23191	0	1
ruditapes_c23194	0	0
ruditapes_c23195	0	0
ruditapes_c23196	0	0
ruditapes_c23198	6	37
ruditapes_c23199	1	1
ruditapes_c232	2	3
ruditapes_c2320	16	13
ruditapes_c23200	1	0
ruditapes_c23202	1	1
ruditapes_c23203	1	1
ruditapes_c23204	8	8
ruditapes_c23205	0	0
ruditapes_c23206	3	10
ruditapes_c23207	0	1
ruditapes_c23208	2	3
ruditapes_c23209	0	0
ruditapes_c23210	0	1
ruditapes_c23211	4	5
ruditapes_c23212	0	1
ruditapes_c23213	12	12
ruditapes_c23214	1	1
ruditapes_c23216	1	0
ruditapes_c23218	2	1
