Contig	BARN	MASH
Mmercenaria_contig_6952	55	53
Mmercenaria_contig_6953	148	45
Mmercenaria_contig_6954	266	276
Mmercenaria_contig_6955	136	122
Mmercenaria_contig_6956	139	108
Mmercenaria_contig_6957	158	114
Mmercenaria_contig_6958	258	110
Mmercenaria_contig_6959	171	108
Mmercenaria_contig_696	146	67
Mmercenaria_contig_6960	99	145
Mmercenaria_contig_6961	96	102
Mmercenaria_contig_6962	55	39
Mmercenaria_contig_6963	1439	1029
Mmercenaria_contig_6964	303	163
Mmercenaria_contig_6965	239	129
Mmercenaria_contig_6966	10	64
Mmercenaria_contig_6967	55	76
Mmercenaria_contig_6968	2293	1572
Mmercenaria_contig_6969	192	87
Mmercenaria_contig_697	74	59
Mmercenaria_contig_6970	55	32
Mmercenaria_contig_6971	164	99
Mmercenaria_contig_6972	130	82
Mmercenaria_contig_6973	77	52
Mmercenaria_contig_6974	52	56
Mmercenaria_contig_6975	73	115
Mmercenaria_contig_6976	134	76
Mmercenaria_contig_6977	75	52
Mmercenaria_contig_6978	93	32
Mmercenaria_contig_6979	62	53
Mmercenaria_contig_698	99	62
Mmercenaria_contig_6980	61	31
Mmercenaria_contig_6981	160	166
Mmercenaria_contig_6982	280	7
Mmercenaria_contig_6983	158	115
Mmercenaria_contig_6984	133	102
Mmercenaria_contig_6985	150	104
Mmercenaria_contig_6986	745	587
Mmercenaria_contig_6987	151	48
Mmercenaria_contig_6988	97	88
Mmercenaria_contig_6989	56	52
Mmercenaria_contig_699	69	32
Mmercenaria_contig_6990	86	64
Mmercenaria_contig_6991	121	160
Mmercenaria_contig_6992	89	44
Mmercenaria_contig_6993	71	46
Mmercenaria_contig_6994	58	46
Mmercenaria_contig_6995	76	81
Mmercenaria_contig_6996	124	68
Mmercenaria_contig_6997	347	148
Mmercenaria_contig_6998	37	29
Mmercenaria_contig_6999	41	146
Mmercenaria_contig_7	34	27
Mmercenaria_contig_70	249	234
Mmercenaria_contig_700	122	32
Mmercenaria_contig_7000	1554	1385
Mmercenaria_contig_7001	112	59
Mmercenaria_contig_7002	269	3427
Mmercenaria_contig_7003	44	108
Mmercenaria_contig_7004	82	106
Mmercenaria_contig_7005	46	41
Mmercenaria_contig_7006	942	100
Mmercenaria_contig_7007	21	48
Mmercenaria_contig_7008	258	200
Mmercenaria_contig_7009	64	41
Mmercenaria_contig_701	73	11
Mmercenaria_contig_7010	88	56
Mmercenaria_contig_7011	59	45
Mmercenaria_contig_7012	99	76
Mmercenaria_contig_7013	109	64
Mmercenaria_contig_7014	133	77
Mmercenaria_contig_7015	74	49
Mmercenaria_contig_7016	80	61
Mmercenaria_contig_7017	220	172
Mmercenaria_contig_7018	171	69
Mmercenaria_contig_7019	310	224
Mmercenaria_contig_702	153	51
Mmercenaria_contig_7020	356	274
Mmercenaria_contig_7021	149	69
Mmercenaria_contig_7022	194	230
Mmercenaria_contig_7023	177	90
Mmercenaria_contig_7024	72	50
Mmercenaria_contig_7025	160	114
Mmercenaria_contig_7026	85	84
Mmercenaria_contig_7027	160	78
Mmercenaria_contig_7028	179	157
Mmercenaria_contig_7029	45	35
Mmercenaria_contig_703	125	98
Mmercenaria_contig_7030	94	37
Mmercenaria_contig_7031	146	87
Mmercenaria_contig_7032	45	44
Mmercenaria_contig_7033	106	102
Mmercenaria_contig_7034	77	44
Mmercenaria_contig_7035	81	75
Mmercenaria_contig_7036	494	382
Mmercenaria_contig_7037	61	70
Mmercenaria_contig_7038	87	58
Mmercenaria_contig_7039	61	68
Mmercenaria_contig_704	47	78
Mmercenaria_contig_7040	59	38
Mmercenaria_contig_7041	99	22
Mmercenaria_contig_7042	3074	1914
Mmercenaria_contig_7043	71	39
Mmercenaria_contig_7044	56	47
Mmercenaria_contig_7045	948	1030
Mmercenaria_contig_7046	86	76
Mmercenaria_contig_7047	52	49
Mmercenaria_contig_7048	85	72
Mmercenaria_contig_7049	103	73
Mmercenaria_contig_705	69	72
Mmercenaria_contig_7050	36	25
Mmercenaria_contig_7051	144	96
Mmercenaria_contig_7052	71	40
Mmercenaria_contig_7053	132	82
Mmercenaria_contig_7054	41	55
Mmercenaria_contig_7055	292	79
Mmercenaria_contig_7056	79	67
Mmercenaria_contig_7057	37	32
Mmercenaria_contig_7058	97	45
Mmercenaria_contig_7059	91	75
Mmercenaria_contig_706	268	92
Mmercenaria_contig_7060	45	25
Mmercenaria_contig_7061	41	41
Mmercenaria_contig_7062	29	42
Mmercenaria_contig_7063	152	119
Mmercenaria_contig_7064	86	32
Mmercenaria_contig_7065	51	51
Mmercenaria_contig_7066	112	56
Mmercenaria_contig_7067	96	66
Mmercenaria_contig_7068	100	108
Mmercenaria_contig_7069	114	88
Mmercenaria_contig_707	165	136
Mmercenaria_contig_7070	108	106
Mmercenaria_contig_7071	120	53
Mmercenaria_contig_7072	1200	788
Mmercenaria_contig_7073	203	109
Mmercenaria_contig_7074	107	55
Mmercenaria_contig_7075	95	68
Mmercenaria_contig_7076	94	67
Mmercenaria_contig_7077	150	122
Mmercenaria_contig_7078	452	353
Mmercenaria_contig_7079	55	56
Mmercenaria_contig_708	39	33
Mmercenaria_contig_7080	91	63
Mmercenaria_contig_7081	203	175
Mmercenaria_contig_7082	212	130
Mmercenaria_contig_7083	100	67
Mmercenaria_contig_7084	48	39
Mmercenaria_contig_7085	127	57
Mmercenaria_contig_7086	44	32
Mmercenaria_contig_7087	118	59
Mmercenaria_contig_7088	23	74
Mmercenaria_contig_7089	41	33
Mmercenaria_contig_709	307	100
Mmercenaria_contig_7090	71	69
Mmercenaria_contig_7091	64	24
Mmercenaria_contig_7092	80	81
Mmercenaria_contig_7093	82	81
Mmercenaria_contig_7094	1252	1210
Mmercenaria_contig_7095	56	24
Mmercenaria_contig_7096	29	24
Mmercenaria_contig_7097	105	93
Mmercenaria_contig_7098	193	68
Mmercenaria_contig_7099	86	57
Mmercenaria_contig_71	53	57
Mmercenaria_contig_710	46	53
Mmercenaria_contig_7100	85	23
Mmercenaria_contig_7101	84	63
Mmercenaria_contig_7102	75	45
Mmercenaria_contig_7103	59	52
Mmercenaria_contig_7104	39	20
Mmercenaria_contig_7105	54	41
Mmercenaria_contig_7106	60	70
Mmercenaria_contig_7107	27	9
Mmercenaria_contig_7108	168	144
Mmercenaria_contig_7109	93	66
Mmercenaria_contig_711	213	169
Mmercenaria_contig_7110	117	33
Mmercenaria_contig_7111	50	25
Mmercenaria_contig_7112	83	86
Mmercenaria_contig_7113	99	20
Mmercenaria_contig_7114	78	38
Mmercenaria_contig_7115	19	30
Mmercenaria_contig_7116	100	63
Mmercenaria_contig_7117	76	30
Mmercenaria_contig_7118	68	38
Mmercenaria_contig_7119	71	18
Mmercenaria_contig_712	50	15
Mmercenaria_contig_7120	195	51
Mmercenaria_contig_7121	1516	629
Mmercenaria_contig_7122	52	46
Mmercenaria_contig_7123	38	21
Mmercenaria_contig_7124	383	592
Mmercenaria_contig_7125	65	38
Mmercenaria_contig_7126	150	52
Mmercenaria_contig_7127	127	46
Mmercenaria_contig_7128	68	2
Mmercenaria_contig_7129	608	565
Mmercenaria_contig_713	133	96
Mmercenaria_contig_7130	622	1366
Mmercenaria_contig_7131	691	696
Mmercenaria_contig_7132	390	195
Mmercenaria_contig_7133	411	279
Mmercenaria_contig_7134	58	66
Mmercenaria_contig_7135	219	190
Mmercenaria_contig_7136	162	181
Mmercenaria_contig_7137	87	80
Mmercenaria_contig_7138	339	197
Mmercenaria_contig_7139	71	102
Mmercenaria_contig_714	54	57
Mmercenaria_contig_7140	144	141
Mmercenaria_contig_7141	157	139
Mmercenaria_contig_7142	132	152
Mmercenaria_contig_7143	549	499
Mmercenaria_contig_7144	2688	1753
Mmercenaria_contig_7145	51	57
Mmercenaria_contig_7146	166	299
Mmercenaria_contig_7147	2009	2127
Mmercenaria_contig_7148	455	645
Mmercenaria_contig_7149	1276	982
Mmercenaria_contig_715	144	83
Mmercenaria_contig_7150	156	140
Mmercenaria_contig_7151	2016	2119
Mmercenaria_contig_7152	147	122
Mmercenaria_contig_7153	466	392
Mmercenaria_contig_7154	236	139
Mmercenaria_contig_7155	452	178
Mmercenaria_contig_7156	228	208
Mmercenaria_contig_7157	111	121
Mmercenaria_contig_7158	205	215
Mmercenaria_contig_7159	450	543
Mmercenaria_contig_716	287	109
Mmercenaria_contig_7160	1743	1062
Mmercenaria_contig_7161	475	843
Mmercenaria_contig_7162	273	209
Mmercenaria_contig_7163	344	208
Mmercenaria_contig_7164	171	312
Mmercenaria_contig_7165	181	208
Mmercenaria_contig_7166	413	504
Mmercenaria_contig_7167	514	374
Mmercenaria_contig_7168	1327	1165
Mmercenaria_contig_7169	614	593
Mmercenaria_contig_717	146	166
Mmercenaria_contig_7170	117	115
Mmercenaria_contig_7171	802	574
Mmercenaria_contig_7172	150	261
Mmercenaria_contig_7173	189	162
Mmercenaria_contig_7174	464	467
Mmercenaria_contig_7175	355	329
Mmercenaria_contig_7176	177	108
Mmercenaria_contig_7177	89	108
Mmercenaria_contig_7178	507	894
Mmercenaria_contig_7179	52	32
Mmercenaria_contig_718	62	40
Mmercenaria_contig_7180	888	743
Mmercenaria_contig_7181	576	437
Mmercenaria_contig_7182	189	86
Mmercenaria_contig_7183	0	1034
Mmercenaria_contig_7184	653	478
Mmercenaria_contig_7185	778	566
Mmercenaria_contig_7186	1215	883
Mmercenaria_contig_7187	434	523
Mmercenaria_contig_7188	309	366
Mmercenaria_contig_7189	347	269
Mmercenaria_contig_719	92	90
Mmercenaria_contig_7190	208	114
Mmercenaria_contig_7191	230	214
Mmercenaria_contig_7192	134	251
Mmercenaria_contig_7193	252	112
Mmercenaria_contig_7194	1581	932
Mmercenaria_contig_7195	295	369
Mmercenaria_contig_7196	189	121
Mmercenaria_contig_7197	105	91
Mmercenaria_contig_7198	119	58
Mmercenaria_contig_7199	240	165
Mmercenaria_contig_72	224	217
Mmercenaria_contig_720	71	60
Mmercenaria_contig_7200	587	589
Mmercenaria_contig_7201	146	126
Mmercenaria_contig_7202	369	256
Mmercenaria_contig_7203	79	87
Mmercenaria_contig_7204	115	87
Mmercenaria_contig_7205	315	449
Mmercenaria_contig_7206	871	537
Mmercenaria_contig_7207	839	620
Mmercenaria_contig_7208	282	351
Mmercenaria_contig_7209	241	108
Mmercenaria_contig_721	48	30
Mmercenaria_contig_7210	565	399
Mmercenaria_contig_7211	63	37
Mmercenaria_contig_7212	660	575
Mmercenaria_contig_7213	840	666
Mmercenaria_contig_7214	431	473
Mmercenaria_contig_7215	654	620
Mmercenaria_contig_7216	190	191
Mmercenaria_contig_7217	760	676
Mmercenaria_contig_7218	241	347
Mmercenaria_contig_7219	1108	1145
Mmercenaria_contig_722	56	68
Mmercenaria_contig_7220	179	84
Mmercenaria_contig_7221	345	237
Mmercenaria_contig_7222	614	567
Mmercenaria_contig_7223	1969	2267
Mmercenaria_contig_7224	350	171
Mmercenaria_contig_7225	287	208
Mmercenaria_contig_7226	984	646
Mmercenaria_contig_7227	100	78
Mmercenaria_contig_7228	57	53
Mmercenaria_contig_7229	124	132
Mmercenaria_contig_723	43	32
Mmercenaria_contig_7230	242	144
Mmercenaria_contig_7231	150	88
Mmercenaria_contig_7232	170	119
Mmercenaria_contig_7233	259	164
Mmercenaria_contig_7234	1126	504
Mmercenaria_contig_7235	295	136
Mmercenaria_contig_7236	269	322
Mmercenaria_contig_7237	320	226
Mmercenaria_contig_7238	472	252
Mmercenaria_contig_7239	281	307
Mmercenaria_contig_724	80	69
Mmercenaria_contig_7240	75	112
Mmercenaria_contig_7241	221	145
Mmercenaria_contig_7242	67	70
Mmercenaria_contig_7243	250	242
Mmercenaria_contig_7244	169	166
Mmercenaria_contig_7245	89	74
Mmercenaria_contig_7246	208	316
Mmercenaria_contig_7247	259	172
Mmercenaria_contig_7248	121	61
Mmercenaria_contig_7249	451	421
Mmercenaria_contig_725	139	120
Mmercenaria_contig_7250	184	166
Mmercenaria_contig_7251	181	127
Mmercenaria_contig_7252	79	114
Mmercenaria_contig_7253	130	108
Mmercenaria_contig_7254	252	289
Mmercenaria_contig_7255	56	117
Mmercenaria_contig_7256	90	116
Mmercenaria_contig_7257	182	172
Mmercenaria_contig_7258	142	135
Mmercenaria_contig_7259	277	160
Mmercenaria_contig_726	31	37
Mmercenaria_contig_7260	119	111
Mmercenaria_contig_7261	73	35
Mmercenaria_contig_7262	3	1034
Mmercenaria_contig_7263	119	76
Mmercenaria_contig_7264	472	668
Mmercenaria_contig_7265	206	87
Mmercenaria_contig_7266	385	191
Mmercenaria_contig_7267	713	469
Mmercenaria_contig_7268	441	412
Mmercenaria_contig_7269	343	109
Mmercenaria_contig_727	51	37
Mmercenaria_contig_7270	602	449
Mmercenaria_contig_7271	418	442
Mmercenaria_contig_7272	208	168
Mmercenaria_contig_7273	323	245
Mmercenaria_contig_7274	112	82
Mmercenaria_contig_7275	258	170
Mmercenaria_contig_7276	798	96
Mmercenaria_contig_7277	247	108
Mmercenaria_contig_7278	185	136
Mmercenaria_contig_7279	260	288
Mmercenaria_contig_728	45	65
Mmercenaria_contig_7280	327	235
Mmercenaria_contig_7281	617	289
Mmercenaria_contig_7282	466	341
Mmercenaria_contig_7283	342	214
Mmercenaria_contig_7284	253	203
Mmercenaria_contig_7285	69	53
Mmercenaria_contig_7286	151	120
Mmercenaria_contig_7287	132	124
Mmercenaria_contig_7288	112	64
Mmercenaria_contig_7289	1272	79
Mmercenaria_contig_729	130	104
Mmercenaria_contig_7290	4084	3960
Mmercenaria_contig_7291	645	636
Mmercenaria_contig_7292	145	95
Mmercenaria_contig_7293	243	200
Mmercenaria_contig_7294	623	644
Mmercenaria_contig_7295	68	113
Mmercenaria_contig_7296	135	107
Mmercenaria_contig_7297	49	66
Mmercenaria_contig_7298	97	85
Mmercenaria_contig_7299	181	92
Mmercenaria_contig_73	133	127
Mmercenaria_contig_730	25	44
Mmercenaria_contig_7300	545	1169
Mmercenaria_contig_7301	232	280
Mmercenaria_contig_7302	274	191
Mmercenaria_contig_7303	269	240
Mmercenaria_contig_7304	226	134
Mmercenaria_contig_7305	396	266
Mmercenaria_contig_7306	50	53
Mmercenaria_contig_7307	270	177
Mmercenaria_contig_7308	408	163
Mmercenaria_contig_7309	77	36
Mmercenaria_contig_731	246	71
Mmercenaria_contig_7310	89	56
Mmercenaria_contig_7311	3385	1916
Mmercenaria_contig_7312	1678	1095
Mmercenaria_contig_7313	197	164
Mmercenaria_contig_7314	99	73
Mmercenaria_contig_7315	157	105
Mmercenaria_contig_7316	2173	1498
Mmercenaria_contig_7317	300	309
Mmercenaria_contig_7318	571	285
Mmercenaria_contig_7319	106	108
Mmercenaria_contig_732	203	164
Mmercenaria_contig_7320	141	86
Mmercenaria_contig_7321	126	84
Mmercenaria_contig_7322	57	79
Mmercenaria_contig_7323	78	82
Mmercenaria_contig_7324	390	216
Mmercenaria_contig_7325	151	109
Mmercenaria_contig_7326	268	114
Mmercenaria_contig_7327	169	82
Mmercenaria_contig_7328	511	202
Mmercenaria_contig_7329	240	152
Mmercenaria_contig_733	66	85
Mmercenaria_contig_7330	153	133
Mmercenaria_contig_7331	207	102
Mmercenaria_contig_7332	274	136
Mmercenaria_contig_7333	140	74
Mmercenaria_contig_7334	360	252
Mmercenaria_contig_7335	119	68
Mmercenaria_contig_7336	218	54
Mmercenaria_contig_7337	214	189
Mmercenaria_contig_7338	189	151
Mmercenaria_contig_7339	181	143
Mmercenaria_contig_734	202	149
Mmercenaria_contig_7340	105	118
Mmercenaria_contig_7341	174	240
Mmercenaria_contig_7342	609	882
Mmercenaria_contig_7343	128	48
Mmercenaria_contig_7344	39	21
Mmercenaria_contig_7345	72	70
Mmercenaria_contig_7346	164	104
Mmercenaria_contig_7347	72	10
Mmercenaria_contig_7348	33	51
Mmercenaria_contig_7349	126	17
Mmercenaria_contig_735	241	127
Mmercenaria_contig_7350	105	114
Mmercenaria_contig_7351	89	39
Mmercenaria_contig_7352	68	24
Mmercenaria_contig_7353	128	7
Mmercenaria_contig_7354	1445	1013
Mmercenaria_contig_7355	2193	1434
Mmercenaria_contig_7356	192	233
Mmercenaria_contig_7357	1280	1791
Mmercenaria_contig_7358	623	800
Mmercenaria_contig_7359	46	170
Mmercenaria_contig_736	145	60
Mmercenaria_contig_7360	455	256
Mmercenaria_contig_7361	205	164
Mmercenaria_contig_7362	578	411
Mmercenaria_contig_7363	528	534
Mmercenaria_contig_7364	365	1643
Mmercenaria_contig_7365	189	148
Mmercenaria_contig_7366	791	647
Mmercenaria_contig_7367	260	298
Mmercenaria_contig_7368	1671	1082
Mmercenaria_contig_7369	1334	1548
Mmercenaria_contig_737	221	120
Mmercenaria_contig_7370	1048	656
Mmercenaria_contig_7371	456	623
Mmercenaria_contig_7372	192	138
Mmercenaria_contig_7373	337	400
Mmercenaria_contig_7374	1578	463
Mmercenaria_contig_7375	69	96
Mmercenaria_contig_7376	501	698
Mmercenaria_contig_7377	634	699
Mmercenaria_contig_7378	1385	1695
Mmercenaria_contig_7379	1549	1070
Mmercenaria_contig_738	120	138
Mmercenaria_contig_7380	234	291
Mmercenaria_contig_7381	388	430
Mmercenaria_contig_7382	2019	1594
Mmercenaria_contig_7383	319	365
Mmercenaria_contig_7384	1258	1054
Mmercenaria_contig_7385	522	382
Mmercenaria_contig_7386	467	591
Mmercenaria_contig_7387	1572	1648
Mmercenaria_contig_7388	515	236
Mmercenaria_contig_7389	882	1367
Mmercenaria_contig_739	168	78
Mmercenaria_contig_7390	3521	701
Mmercenaria_contig_7391	203	236
Mmercenaria_contig_7392	612	558
Mmercenaria_contig_7393	600	813
Mmercenaria_contig_7394	1233	844
Mmercenaria_contig_7395	11016	7550
Mmercenaria_contig_7396	438	437
Mmercenaria_contig_7397	926	781
Mmercenaria_contig_7398	2175	1213
Mmercenaria_contig_7399	576	1413
Mmercenaria_contig_74	51	34
Mmercenaria_contig_740	151	63
Mmercenaria_contig_7400	993	994
Mmercenaria_contig_7401	50	74
Mmercenaria_contig_7402	1292	1335
Mmercenaria_contig_7403	892	2483
Mmercenaria_contig_7404	130	102
Mmercenaria_contig_7405	765	466
Mmercenaria_contig_7406	41	56
Mmercenaria_contig_7407	2131	1575
Mmercenaria_contig_7408	489	301
Mmercenaria_contig_7409	267	213
Mmercenaria_contig_741	84	77
Mmercenaria_contig_7410	5592	6021
Mmercenaria_contig_7411	872	953
Mmercenaria_contig_7412	385	197
Mmercenaria_contig_7413	152	439
Mmercenaria_contig_7414	254	264
Mmercenaria_contig_7415	344	469
Mmercenaria_contig_7416	367	264
Mmercenaria_contig_7417	410	152
Mmercenaria_contig_7418	3014	2021
Mmercenaria_contig_7419	765	512
Mmercenaria_contig_742	44	29
Mmercenaria_contig_7420	260	219
Mmercenaria_contig_7421	634	315
Mmercenaria_contig_7422	1440	1476
Mmercenaria_contig_7423	390	324
Mmercenaria_contig_7424	156	130
Mmercenaria_contig_7425	365	267
Mmercenaria_contig_7426	326	427
Mmercenaria_contig_7427	350	226
Mmercenaria_contig_7428	1793	1048
Mmercenaria_contig_7429	332	363
Mmercenaria_contig_743	65	28
Mmercenaria_contig_7430	1280	1328
Mmercenaria_contig_7431	678	526
Mmercenaria_contig_7432	678	466
Mmercenaria_contig_7433	1765	1754
Mmercenaria_contig_7434	43	89
Mmercenaria_contig_7435	6823	4549
Mmercenaria_contig_7436	659	1131
Mmercenaria_contig_7437	577	646
Mmercenaria_contig_7438	1675	1381
Mmercenaria_contig_7439	1000	1100
Mmercenaria_contig_744	184	79
Mmercenaria_contig_7440	1727	1011
Mmercenaria_contig_7441	302	276
Mmercenaria_contig_7442	1862	2500
Mmercenaria_contig_7443	143	99
Mmercenaria_contig_7444	116	109
Mmercenaria_contig_7445	260	307
Mmercenaria_contig_7446	396	529
Mmercenaria_contig_7447	431	229
Mmercenaria_contig_7448	2085	1326
Mmercenaria_contig_7449	203	140
Mmercenaria_contig_745	115	67
Mmercenaria_contig_7450	948	750
Mmercenaria_contig_7451	1044	437
Mmercenaria_contig_7452	207	184
Mmercenaria_contig_7453	1602	752
Mmercenaria_contig_7454	159	499
Mmercenaria_contig_7455	5106	4322
Mmercenaria_contig_7456	1245	1076
Mmercenaria_contig_7457	49	43
Mmercenaria_contig_7458	2813	1875
Mmercenaria_contig_7459	1530	1078
Mmercenaria_contig_746	53	84
Mmercenaria_contig_7460	810	664
Mmercenaria_contig_7461	382	201
Mmercenaria_contig_7462	771	678
Mmercenaria_contig_7463	4600	3624
Mmercenaria_contig_7464	3231	1863
Mmercenaria_contig_7465	1989	1998
Mmercenaria_contig_7466	144	128
Mmercenaria_contig_7467	70	59
Mmercenaria_contig_7468	111	143
Mmercenaria_contig_7469	612	391
Mmercenaria_contig_747	52	29
Mmercenaria_contig_7470	790	611
Mmercenaria_contig_7471	369	481
Mmercenaria_contig_7472	1288	491
Mmercenaria_contig_7473	834	1235
Mmercenaria_contig_7474	380	316
Mmercenaria_contig_7475	884	336
Mmercenaria_contig_7476	396	522
Mmercenaria_contig_7477	1597	1418
Mmercenaria_contig_7478	370	311
Mmercenaria_contig_7479	1481	909
Mmercenaria_contig_748	194	109
Mmercenaria_contig_7480	114	95
Mmercenaria_contig_7481	386	220
Mmercenaria_contig_7482	23	62
Mmercenaria_contig_7483	233	439
Mmercenaria_contig_7484	998	865
Mmercenaria_contig_7485	169	222
Mmercenaria_contig_7486	182	1049
Mmercenaria_contig_7487	734	568
Mmercenaria_contig_7488	264	245
Mmercenaria_contig_7489	64	72
Mmercenaria_contig_749	307	111
Mmercenaria_contig_7490	384	965
Mmercenaria_contig_7491	102	120
Mmercenaria_contig_7492	466	219
Mmercenaria_contig_7493	640	1186
Mmercenaria_contig_7494	1301	1215
Mmercenaria_contig_7495	185	111
Mmercenaria_contig_7496	228	599
Mmercenaria_contig_7497	831	979
Mmercenaria_contig_7498	116	55
Mmercenaria_contig_7499	299	279
Mmercenaria_contig_75	339	242
Mmercenaria_contig_750	103	50
Mmercenaria_contig_7500	1065	707
Mmercenaria_contig_7501	799	1105
Mmercenaria_contig_7502	1106	596
Mmercenaria_contig_7503	65	813
Mmercenaria_contig_7504	103	129
Mmercenaria_contig_7505	1959	952
Mmercenaria_contig_7506	177	261
Mmercenaria_contig_7507	219	134
Mmercenaria_contig_7508	614	639
Mmercenaria_contig_7509	499	340
Mmercenaria_contig_751	86	49
Mmercenaria_contig_7510	158	172
Mmercenaria_contig_7511	675	797
Mmercenaria_contig_7512	952	471
Mmercenaria_contig_7513	66	701
Mmercenaria_contig_7514	735	704
Mmercenaria_contig_7515	324	220
Mmercenaria_contig_7516	920	559
Mmercenaria_contig_7517	153	93
Mmercenaria_contig_7518	1329	622
Mmercenaria_contig_7519	1336	909
Mmercenaria_contig_752	50	42
Mmercenaria_contig_7520	1324	1272
Mmercenaria_contig_7521	741	272
Mmercenaria_contig_7522	235	187
Mmercenaria_contig_7523	304	190
Mmercenaria_contig_7524	220	153
Mmercenaria_contig_7525	272	216
Mmercenaria_contig_7526	1488	915
Mmercenaria_contig_7527	509	396
Mmercenaria_contig_7528	271	464
Mmercenaria_contig_7529	89	86
Mmercenaria_contig_753	48	46
Mmercenaria_contig_7530	362	512
Mmercenaria_contig_7531	93	67
Mmercenaria_contig_7532	738	629
Mmercenaria_contig_7533	113	168
Mmercenaria_contig_7534	210	145
Mmercenaria_contig_7535	251	201
Mmercenaria_contig_7536	650	1165
Mmercenaria_contig_7537	702	470
Mmercenaria_contig_7538	600	473
Mmercenaria_contig_7539	481	241
Mmercenaria_contig_754	87	56
Mmercenaria_contig_7540	412	357
Mmercenaria_contig_7541	438	159
Mmercenaria_contig_7542	137	101
Mmercenaria_contig_7543	1729	968
Mmercenaria_contig_7544	269	376
Mmercenaria_contig_7545	250	221
Mmercenaria_contig_7546	438	324
Mmercenaria_contig_7547	312	490
Mmercenaria_contig_7548	480	375
Mmercenaria_contig_7549	1018	810
Mmercenaria_contig_755	54	44
Mmercenaria_contig_7550	622	429
Mmercenaria_contig_7551	42	21
Mmercenaria_contig_7552	80	206
Mmercenaria_contig_7553	861	1037
Mmercenaria_contig_7554	156	123
Mmercenaria_contig_7555	167	178
Mmercenaria_contig_7556	352	444
Mmercenaria_contig_7557	71	53
Mmercenaria_contig_7558	122	197
Mmercenaria_contig_7559	1104	866
Mmercenaria_contig_756	112	106
Mmercenaria_contig_7560	312	267
Mmercenaria_contig_7561	613	498
Mmercenaria_contig_7562	47	49
Mmercenaria_contig_7563	1160	773
Mmercenaria_contig_7564	791	493
Mmercenaria_contig_7565	3418	1801
Mmercenaria_contig_7566	895	529
Mmercenaria_contig_7567	719	265
Mmercenaria_contig_7568	141	106
Mmercenaria_contig_7569	408	791
Mmercenaria_contig_757	168	106
Mmercenaria_contig_7570	202	254
Mmercenaria_contig_7571	398	330
Mmercenaria_contig_7572	1051	630
Mmercenaria_contig_7573	549	818
Mmercenaria_contig_7574	1551	1067
Mmercenaria_contig_7575	265	322
Mmercenaria_contig_7576	118	317
Mmercenaria_contig_7577	606	423
Mmercenaria_contig_7578	295	348
Mmercenaria_contig_7579	112	79
Mmercenaria_contig_758	91	78
Mmercenaria_contig_7580	387	365
Mmercenaria_contig_7581	187	213
Mmercenaria_contig_7582	2032	1643
Mmercenaria_contig_7583	311	274
Mmercenaria_contig_7584	770	974
Mmercenaria_contig_7585	608	487
Mmercenaria_contig_7586	250	233
Mmercenaria_contig_7587	882	910
Mmercenaria_contig_7588	1361	614
Mmercenaria_contig_7589	540	384
Mmercenaria_contig_759	144	96
Mmercenaria_contig_7590	1861	1084
Mmercenaria_contig_7591	95	44
Mmercenaria_contig_7592	778	514
Mmercenaria_contig_7593	417	375
Mmercenaria_contig_7594	265	320
Mmercenaria_contig_7595	238	259
Mmercenaria_contig_7596	248	310
Mmercenaria_contig_7597	1087	787
Mmercenaria_contig_7598	954	674
Mmercenaria_contig_7599	608	400
Mmercenaria_contig_76	123	38
Mmercenaria_contig_760	117	136
Mmercenaria_contig_7600	242	280
Mmercenaria_contig_7601	433	273
Mmercenaria_contig_7602	464	286
Mmercenaria_contig_7603	646	456
Mmercenaria_contig_7604	523	322
Mmercenaria_contig_7605	333	225
Mmercenaria_contig_7606	1415	905
Mmercenaria_contig_7607	168	234
Mmercenaria_contig_7608	4305	1056
Mmercenaria_contig_7609	450	466
Mmercenaria_contig_761	102	25
Mmercenaria_contig_7610	375	380
Mmercenaria_contig_7611	477	421
Mmercenaria_contig_7612	385	239
Mmercenaria_contig_7613	1009	392
Mmercenaria_contig_7614	665	457
Mmercenaria_contig_7615	219	179
Mmercenaria_contig_7616	870	1157
Mmercenaria_contig_7617	545	447
Mmercenaria_contig_7618	7	703
Mmercenaria_contig_7619	217	252
Mmercenaria_contig_762	69	64
Mmercenaria_contig_7620	27	80
Mmercenaria_contig_7621	1393	871
Mmercenaria_contig_7622	666	520
Mmercenaria_contig_7623	76	196
Mmercenaria_contig_7624	170	229
Mmercenaria_contig_7625	1522	1687
Mmercenaria_contig_7626	1227	658
Mmercenaria_contig_7627	763	782
Mmercenaria_contig_7628	586	562
Mmercenaria_contig_7629	174	64
Mmercenaria_contig_763	72	46
Mmercenaria_contig_7630	394	149
Mmercenaria_contig_7631	1224	1029
Mmercenaria_contig_7632	547	451
Mmercenaria_contig_7633	76	92
Mmercenaria_contig_7634	848	1000
Mmercenaria_contig_7635	622	327
Mmercenaria_contig_7636	751	418
Mmercenaria_contig_7637	180	159
Mmercenaria_contig_7638	175	180
Mmercenaria_contig_7639	46	1075
Mmercenaria_contig_764	384	179
Mmercenaria_contig_7640	772	330
Mmercenaria_contig_7641	620	484
Mmercenaria_contig_7642	634	531
Mmercenaria_contig_7643	150	99
Mmercenaria_contig_7644	854	815
Mmercenaria_contig_7645	294	250
