Contig	BARN	MASH
Mmercenaria_contig_5546	205	246
Mmercenaria_contig_5547	426	601
Mmercenaria_contig_5548	627	768
Mmercenaria_contig_5549	1421	739
Mmercenaria_contig_555	405	235
Mmercenaria_contig_5550	80	51
Mmercenaria_contig_5551	2375	1913
Mmercenaria_contig_5552	799	764
Mmercenaria_contig_5553	647	715
Mmercenaria_contig_5554	395	371
Mmercenaria_contig_5555	469	417
Mmercenaria_contig_5556	179	190
Mmercenaria_contig_5557	680	859
Mmercenaria_contig_5558	353	250
Mmercenaria_contig_5559	639	439
Mmercenaria_contig_556	124	65
Mmercenaria_contig_5560	128	96
Mmercenaria_contig_5561	609	346
Mmercenaria_contig_5562	121	106
Mmercenaria_contig_5563	185	188
Mmercenaria_contig_5564	339	763
Mmercenaria_contig_5565	2107	2162
Mmercenaria_contig_5566	141	127
Mmercenaria_contig_5567	2317	757
Mmercenaria_contig_5568	270	482
Mmercenaria_contig_5569	176	193
Mmercenaria_contig_557	56	35
Mmercenaria_contig_5570	2222	1557
Mmercenaria_contig_5571	1437	884
Mmercenaria_contig_5572	112	81
Mmercenaria_contig_5573	2722	1409
Mmercenaria_contig_5574	378	721
Mmercenaria_contig_5575	104	111
Mmercenaria_contig_5576	455	529
Mmercenaria_contig_5577	147	86
Mmercenaria_contig_5578	465	376
Mmercenaria_contig_5579	593	337
Mmercenaria_contig_558	118	116
Mmercenaria_contig_5580	562	658
Mmercenaria_contig_5581	975	775
Mmercenaria_contig_5582	1104	766
Mmercenaria_contig_5583	202	167
Mmercenaria_contig_5584	159	136
Mmercenaria_contig_5585	656	748
Mmercenaria_contig_5586	1064	444
Mmercenaria_contig_5587	515	314
Mmercenaria_contig_5588	448	341
Mmercenaria_contig_5589	684	435
Mmercenaria_contig_559	145	89
Mmercenaria_contig_5590	883	915
Mmercenaria_contig_5591	602	1206
Mmercenaria_contig_5592	292	414
Mmercenaria_contig_5593	116	111
Mmercenaria_contig_5594	62	43
Mmercenaria_contig_5595	79	53
Mmercenaria_contig_5596	149	277
Mmercenaria_contig_5597	274	275
Mmercenaria_contig_5598	282	255
Mmercenaria_contig_5599	6114	4256
Mmercenaria_contig_56	206	128
Mmercenaria_contig_560	671	445
Mmercenaria_contig_5600	1947	1368
Mmercenaria_contig_5601	2400	1453
Mmercenaria_contig_5602	1682	722
Mmercenaria_contig_5603	106	101
Mmercenaria_contig_5604	2899	1902
Mmercenaria_contig_5605	1259	1029
Mmercenaria_contig_5606	1299	1322
Mmercenaria_contig_5607	1050	583
Mmercenaria_contig_5608	2525	1209
Mmercenaria_contig_5609	169	108
Mmercenaria_contig_561	48	33
Mmercenaria_contig_5610	410	417
Mmercenaria_contig_5611	859	826
Mmercenaria_contig_5612	274	207
Mmercenaria_contig_5613	1503	1673
Mmercenaria_contig_5614	227	158
Mmercenaria_contig_5615	702	1404
Mmercenaria_contig_5616	583	627
Mmercenaria_contig_5617	450	526
Mmercenaria_contig_5618	384	251
Mmercenaria_contig_5619	1153	974
Mmercenaria_contig_562	292	249
Mmercenaria_contig_5620	544	604
Mmercenaria_contig_5621	334	394
Mmercenaria_contig_5622	473	387
Mmercenaria_contig_5623	106	79
Mmercenaria_contig_5624	529	439
Mmercenaria_contig_5625	1156	1017
Mmercenaria_contig_5626	362	327
Mmercenaria_contig_5627	1046	988
Mmercenaria_contig_5628	594	4501
Mmercenaria_contig_5629	718	724
Mmercenaria_contig_563	84	59
Mmercenaria_contig_5630	458	282
Mmercenaria_contig_5631	1754	1298
Mmercenaria_contig_5632	184	196
Mmercenaria_contig_5633	956	701
Mmercenaria_contig_5634	343	111
Mmercenaria_contig_5635	858	758
Mmercenaria_contig_5636	752	636
Mmercenaria_contig_5637	2247	2147
Mmercenaria_contig_5638	558	417
Mmercenaria_contig_5639	2891	1822
Mmercenaria_contig_564	140	89
Mmercenaria_contig_5640	496	422
Mmercenaria_contig_5641	446	353
Mmercenaria_contig_5642	1077	514
Mmercenaria_contig_5643	1262	892
Mmercenaria_contig_5644	1158	1267
Mmercenaria_contig_5645	446	475
Mmercenaria_contig_5646	2965	3027
Mmercenaria_contig_5647	695	583
Mmercenaria_contig_5648	1464	885
Mmercenaria_contig_5649	702	636
Mmercenaria_contig_565	43	121
Mmercenaria_contig_5650	163	90
Mmercenaria_contig_5651	553	741
Mmercenaria_contig_5652	73	227
Mmercenaria_contig_5653	140	756
Mmercenaria_contig_5654	690	721
Mmercenaria_contig_5655	507	439
Mmercenaria_contig_5656	768	1168
Mmercenaria_contig_5657	58	72
Mmercenaria_contig_5658	1972	255
Mmercenaria_contig_5659	223	255
Mmercenaria_contig_566	91	16
Mmercenaria_contig_5660	1042	1145
Mmercenaria_contig_5661	345	277
Mmercenaria_contig_5662	1559	1003
Mmercenaria_contig_5663	711	896
Mmercenaria_contig_5664	831	685
Mmercenaria_contig_5665	459	360
Mmercenaria_contig_5666	75	67
Mmercenaria_contig_5667	7534	5766
Mmercenaria_contig_5668	252	178
Mmercenaria_contig_5669	2333	2560
Mmercenaria_contig_567	34	64
Mmercenaria_contig_5670	264	266
Mmercenaria_contig_5671	65	55
Mmercenaria_contig_5672	158	119
Mmercenaria_contig_5673	4399	3494
Mmercenaria_contig_5674	182	211
Mmercenaria_contig_5675	1106	735
Mmercenaria_contig_5676	2390	1546
Mmercenaria_contig_5677	424	331
Mmercenaria_contig_5678	406	425
Mmercenaria_contig_5679	34	92
Mmercenaria_contig_568	158	110
Mmercenaria_contig_5680	716	368
Mmercenaria_contig_5681	1719	1134
Mmercenaria_contig_5682	235	201
Mmercenaria_contig_5683	153	95
Mmercenaria_contig_5684	217	162
Mmercenaria_contig_5685	1235	958
Mmercenaria_contig_5686	207	150
Mmercenaria_contig_5687	29	29
Mmercenaria_contig_5688	151	168
Mmercenaria_contig_5689	1115	1051
Mmercenaria_contig_569	65	52
Mmercenaria_contig_5690	3258	1229
Mmercenaria_contig_5691	375	396
Mmercenaria_contig_5692	205	273
Mmercenaria_contig_5693	1	308
Mmercenaria_contig_5694	84	62
Mmercenaria_contig_5695	1875	1129
Mmercenaria_contig_5696	339	343
Mmercenaria_contig_5697	142	603
Mmercenaria_contig_5698	1356	1129
Mmercenaria_contig_5699	249	316
Mmercenaria_contig_57	187	184
Mmercenaria_contig_570	57	63
Mmercenaria_contig_5700	52	33
Mmercenaria_contig_5701	1742	1316
Mmercenaria_contig_5702	450	535
Mmercenaria_contig_5703	1170	1340
Mmercenaria_contig_5704	1826	1327
Mmercenaria_contig_5705	1142	635
Mmercenaria_contig_5706	1254	691
Mmercenaria_contig_5707	499	466
Mmercenaria_contig_5708	1934	918
Mmercenaria_contig_5709	1583	931
Mmercenaria_contig_571	57	73
Mmercenaria_contig_5710	164	182
Mmercenaria_contig_5711	883	495
Mmercenaria_contig_5712	652	478
Mmercenaria_contig_5713	448	438
Mmercenaria_contig_5714	339	290
Mmercenaria_contig_5715	693	530
Mmercenaria_contig_5716	194	180
Mmercenaria_contig_5717	1561	1448
Mmercenaria_contig_5718	1335	750
Mmercenaria_contig_5719	481	352
Mmercenaria_contig_572	179	115
Mmercenaria_contig_5720	199	410
Mmercenaria_contig_5721	1291	916
Mmercenaria_contig_5722	337	215
Mmercenaria_contig_5723	127	363
Mmercenaria_contig_5724	663	707
Mmercenaria_contig_5725	193	160
Mmercenaria_contig_5726	178	90
Mmercenaria_contig_5727	180	106
Mmercenaria_contig_5728	1065	653
Mmercenaria_contig_5729	624	407
Mmercenaria_contig_573	92	91
Mmercenaria_contig_5730	1216	1163
Mmercenaria_contig_5731	1993	314
Mmercenaria_contig_5732	2977	1844
Mmercenaria_contig_5733	88	157
Mmercenaria_contig_5734	251	158
Mmercenaria_contig_5735	57	57
Mmercenaria_contig_5736	1310	1403
Mmercenaria_contig_5737	194	232
Mmercenaria_contig_5738	1368	1420
Mmercenaria_contig_5739	977	1108
Mmercenaria_contig_574	61	35
Mmercenaria_contig_5740	310	402
Mmercenaria_contig_5741	537	697
Mmercenaria_contig_5742	1044	854
Mmercenaria_contig_5743	676	556
Mmercenaria_contig_5744	115	154
Mmercenaria_contig_5745	185	235
Mmercenaria_contig_5746	1746	1612
Mmercenaria_contig_5747	158	221
Mmercenaria_contig_5748	1686	1841
Mmercenaria_contig_5749	73	81
Mmercenaria_contig_575	178	120
Mmercenaria_contig_5750	1007	320
Mmercenaria_contig_5751	1497	1436
Mmercenaria_contig_5752	1637	1471
Mmercenaria_contig_5753	996	567
Mmercenaria_contig_5754	709	626
Mmercenaria_contig_5755	404	310
Mmercenaria_contig_5756	2653	502
Mmercenaria_contig_5757	699	385
Mmercenaria_contig_5758	1721	865
Mmercenaria_contig_5759	216	244
Mmercenaria_contig_576	45	34
Mmercenaria_contig_5760	429	568
Mmercenaria_contig_5761	2306	1160
Mmercenaria_contig_5762	224	140
Mmercenaria_contig_5763	227	152
Mmercenaria_contig_5764	147	186
Mmercenaria_contig_5765	115	232
Mmercenaria_contig_5766	329	309
Mmercenaria_contig_5767	1545	1083
Mmercenaria_contig_5768	153	189
Mmercenaria_contig_5769	352	265
Mmercenaria_contig_577	53	44
Mmercenaria_contig_5770	9	1114
Mmercenaria_contig_5771	176	317
Mmercenaria_contig_5772	285	357
Mmercenaria_contig_5773	1108	698
Mmercenaria_contig_5774	410	588
Mmercenaria_contig_5775	160	147
Mmercenaria_contig_5776	135	77
Mmercenaria_contig_5777	329	210
Mmercenaria_contig_5778	320	172
Mmercenaria_contig_5779	188	71
Mmercenaria_contig_578	103	56
Mmercenaria_contig_5780	12221	6828
Mmercenaria_contig_5781	231	134
Mmercenaria_contig_5782	1268	1021
Mmercenaria_contig_5783	808	388
Mmercenaria_contig_5784	64	54
Mmercenaria_contig_5785	172	103
Mmercenaria_contig_5786	1434	1036
Mmercenaria_contig_5787	731	509
Mmercenaria_contig_5788	227	28
Mmercenaria_contig_5789	645	709
Mmercenaria_contig_579	92	32
Mmercenaria_contig_5790	18752	11275
Mmercenaria_contig_5791	1051	1245
Mmercenaria_contig_5792	267	138
Mmercenaria_contig_5793	1433	1454
Mmercenaria_contig_5794	746	609
Mmercenaria_contig_5795	518	203
Mmercenaria_contig_5796	189	203
Mmercenaria_contig_5797	156	280
Mmercenaria_contig_5798	164	132
Mmercenaria_contig_5799	2532	2465
Mmercenaria_contig_58	83	99
Mmercenaria_contig_580	4	54
Mmercenaria_contig_5800	261	486
Mmercenaria_contig_5801	210	166
Mmercenaria_contig_5802	501	350
Mmercenaria_contig_5803	385	277
Mmercenaria_contig_5804	617	719
Mmercenaria_contig_5805	225	431
Mmercenaria_contig_5806	139	99
Mmercenaria_contig_5807	212	151
Mmercenaria_contig_5808	1135	477
Mmercenaria_contig_5809	191	225
Mmercenaria_contig_581	33	52
Mmercenaria_contig_5810	937	1631
Mmercenaria_contig_5811	339	295
Mmercenaria_contig_5812	270	412
Mmercenaria_contig_5813	416	330
Mmercenaria_contig_5814	981	847
Mmercenaria_contig_5815	97	115
Mmercenaria_contig_5816	261	129
Mmercenaria_contig_5817	473	454
Mmercenaria_contig_5818	275	208
Mmercenaria_contig_5819	81	53
Mmercenaria_contig_582	71	61
Mmercenaria_contig_5820	81	65
Mmercenaria_contig_5821	76	62
Mmercenaria_contig_5822	217	772
Mmercenaria_contig_5823	65	117
Mmercenaria_contig_5824	331	165
Mmercenaria_contig_5825	511	347
Mmercenaria_contig_5826	122	69
Mmercenaria_contig_5827	627	573
Mmercenaria_contig_5828	1573	882
Mmercenaria_contig_5829	202	149
Mmercenaria_contig_583	52	39
Mmercenaria_contig_5830	276	173
Mmercenaria_contig_5831	257	173
Mmercenaria_contig_5832	2516	1408
Mmercenaria_contig_5833	207	132
Mmercenaria_contig_5834	399	323
Mmercenaria_contig_5835	229	390
Mmercenaria_contig_5836	667	386
Mmercenaria_contig_5837	295	151
Mmercenaria_contig_5838	168	126
Mmercenaria_contig_5839	170	164
Mmercenaria_contig_584	60	43
Mmercenaria_contig_5840	88	104
Mmercenaria_contig_5841	212	140
Mmercenaria_contig_5842	257	770
Mmercenaria_contig_5843	645	349
Mmercenaria_contig_5844	358	336
Mmercenaria_contig_5845	388	249
Mmercenaria_contig_5846	301	188
Mmercenaria_contig_5847	223	173
Mmercenaria_contig_5848	147	214
Mmercenaria_contig_5849	168	141
Mmercenaria_contig_585	82	48
Mmercenaria_contig_5850	1082	730
Mmercenaria_contig_5851	606	331
Mmercenaria_contig_5852	870	528
Mmercenaria_contig_5853	149	70
Mmercenaria_contig_5854	395	398
Mmercenaria_contig_5855	87	49
Mmercenaria_contig_5856	106	115
Mmercenaria_contig_5857	50	45
Mmercenaria_contig_5858	289	342
Mmercenaria_contig_5859	532	382
Mmercenaria_contig_586	77	73
Mmercenaria_contig_5860	151	172
Mmercenaria_contig_5861	2130	880
Mmercenaria_contig_5862	416	424
Mmercenaria_contig_5863	515	521
Mmercenaria_contig_5864	613	561
Mmercenaria_contig_5865	524	420
Mmercenaria_contig_5866	23	31
Mmercenaria_contig_5867	220	227
Mmercenaria_contig_5868	108	100
Mmercenaria_contig_5869	54	85
Mmercenaria_contig_587	73	54
Mmercenaria_contig_5870	288	242
Mmercenaria_contig_5871	214	173
Mmercenaria_contig_5872	589	92529
Mmercenaria_contig_5873	346	315
Mmercenaria_contig_5874	629	469
Mmercenaria_contig_5875	848	796
Mmercenaria_contig_5876	181	179
Mmercenaria_contig_5877	130	218
Mmercenaria_contig_5878	239	171
Mmercenaria_contig_5879	6530	1397
Mmercenaria_contig_588	135	102
Mmercenaria_contig_5880	568	401
Mmercenaria_contig_5881	213	255
Mmercenaria_contig_5882	1082	827
Mmercenaria_contig_5883	176	229
Mmercenaria_contig_5884	739	610
Mmercenaria_contig_5885	128	88893
Mmercenaria_contig_5886	1044	859
Mmercenaria_contig_5887	347	367
Mmercenaria_contig_5888	406	293
Mmercenaria_contig_5889	644	833
Mmercenaria_contig_589	219	190
Mmercenaria_contig_5890	38	41
Mmercenaria_contig_5891	345	278
Mmercenaria_contig_5892	223	136
Mmercenaria_contig_5893	35	41
Mmercenaria_contig_5894	18	507
Mmercenaria_contig_5895	165	123
Mmercenaria_contig_5896	137	73
Mmercenaria_contig_5897	241	151
Mmercenaria_contig_5898	63	60
Mmercenaria_contig_5899	164	137
Mmercenaria_contig_59	123	39
Mmercenaria_contig_590	51	21
Mmercenaria_contig_5900	524	477
Mmercenaria_contig_5901	41	60
Mmercenaria_contig_5902	4771	2783
Mmercenaria_contig_5903	750	392
Mmercenaria_contig_5904	151	172
Mmercenaria_contig_5905	98	61
Mmercenaria_contig_5906	296	327
Mmercenaria_contig_5907	89	91
Mmercenaria_contig_5908	115	72
Mmercenaria_contig_5909	135	135
Mmercenaria_contig_591	309	201
Mmercenaria_contig_5910	229	143
Mmercenaria_contig_5911	249	173
Mmercenaria_contig_5912	87	60
Mmercenaria_contig_5913	501	394
Mmercenaria_contig_5914	2783	2529
Mmercenaria_contig_5915	105	34
Mmercenaria_contig_5916	2665	2070
Mmercenaria_contig_5917	240	321
Mmercenaria_contig_5918	1885	1135
Mmercenaria_contig_5919	220	163
Mmercenaria_contig_592	58	99
Mmercenaria_contig_5920	151	117
Mmercenaria_contig_5921	284	215
Mmercenaria_contig_5922	102	84
Mmercenaria_contig_5923	167	122
Mmercenaria_contig_5924	189	136
Mmercenaria_contig_5925	265	215
Mmercenaria_contig_5926	195	113
Mmercenaria_contig_5927	104	94
Mmercenaria_contig_5928	50	44
Mmercenaria_contig_5929	32	92
Mmercenaria_contig_593	190	132
Mmercenaria_contig_5930	2367	1212
Mmercenaria_contig_5931	233	268
Mmercenaria_contig_5932	116	108
Mmercenaria_contig_5933	643	323
Mmercenaria_contig_5934	336	230
Mmercenaria_contig_5935	87	47
Mmercenaria_contig_5936	229	149
Mmercenaria_contig_5937	526	285
Mmercenaria_contig_5938	234	215
Mmercenaria_contig_5939	709	515
Mmercenaria_contig_594	160	161
Mmercenaria_contig_5940	370	219
Mmercenaria_contig_5941	885	530
Mmercenaria_contig_5942	99	43
Mmercenaria_contig_5943	189	293
Mmercenaria_contig_5944	1127	971
Mmercenaria_contig_5945	1190	1123
Mmercenaria_contig_5946	219	261
Mmercenaria_contig_5947	710	447
Mmercenaria_contig_5948	4	35
Mmercenaria_contig_5949	112	142
Mmercenaria_contig_595	52	45
Mmercenaria_contig_5950	857	810
Mmercenaria_contig_5951	166	77
Mmercenaria_contig_5952	674	338
Mmercenaria_contig_5953	1059	704
Mmercenaria_contig_5954	164	145
Mmercenaria_contig_5955	109	118
Mmercenaria_contig_5956	136	106
Mmercenaria_contig_5957	781	506
Mmercenaria_contig_5958	1159	848
Mmercenaria_contig_5959	133	112
Mmercenaria_contig_596	72	53
Mmercenaria_contig_5960	68	67
Mmercenaria_contig_5961	354	634
Mmercenaria_contig_5962	143	107
Mmercenaria_contig_5963	537	545
Mmercenaria_contig_5964	212	187
Mmercenaria_contig_5965	45	68
Mmercenaria_contig_5966	41	64
Mmercenaria_contig_5967	146	117
Mmercenaria_contig_5968	110	149
Mmercenaria_contig_5969	389	257
Mmercenaria_contig_597	94	40
Mmercenaria_contig_5970	77	65
Mmercenaria_contig_5971	41	40
Mmercenaria_contig_5972	794	458
Mmercenaria_contig_5973	254	276
Mmercenaria_contig_5974	258	226
Mmercenaria_contig_5975	395	434
Mmercenaria_contig_5976	311	235
Mmercenaria_contig_5977	777	640
Mmercenaria_contig_5978	135	87
Mmercenaria_contig_5979	521	290
Mmercenaria_contig_598	88	93
Mmercenaria_contig_5980	292	190
Mmercenaria_contig_5981	79	44
Mmercenaria_contig_5982	92	111
Mmercenaria_contig_5983	289	274
Mmercenaria_contig_5984	52	75
Mmercenaria_contig_5985	225	178
Mmercenaria_contig_5986	155	115
Mmercenaria_contig_5987	317	291
Mmercenaria_contig_5988	720	428
Mmercenaria_contig_5989	74	71
Mmercenaria_contig_599	212	107
Mmercenaria_contig_5990	342	275
Mmercenaria_contig_5991	682	339
Mmercenaria_contig_5992	694	864
Mmercenaria_contig_5993	138	174
Mmercenaria_contig_5994	167	148
Mmercenaria_contig_5995	149	92
Mmercenaria_contig_5996	176	157
Mmercenaria_contig_5997	258	151
Mmercenaria_contig_5998	134	170
Mmercenaria_contig_5999	529	328
Mmercenaria_contig_6	50	62
Mmercenaria_contig_60	37	229
Mmercenaria_contig_600	146	142
Mmercenaria_contig_6000	113	120
Mmercenaria_contig_6001	3049	1734
Mmercenaria_contig_6002	209	191
Mmercenaria_contig_6003	196	180
Mmercenaria_contig_6004	154	163
Mmercenaria_contig_6005	589	447
Mmercenaria_contig_6006	110	49
Mmercenaria_contig_6007	352	226
Mmercenaria_contig_6008	751	506
Mmercenaria_contig_6009	457	393
Mmercenaria_contig_601	77	87
Mmercenaria_contig_6010	149	118
Mmercenaria_contig_6011	976	861
Mmercenaria_contig_6012	214	250
Mmercenaria_contig_6013	156	162
Mmercenaria_contig_6014	116	104
Mmercenaria_contig_6015	310	324
Mmercenaria_contig_6016	34	60
Mmercenaria_contig_6017	207	178
Mmercenaria_contig_6018	128	160
Mmercenaria_contig_6019	150	136
Mmercenaria_contig_602	141	74
Mmercenaria_contig_6020	348	355
Mmercenaria_contig_6021	362	154
Mmercenaria_contig_6022	198	179
Mmercenaria_contig_6023	3893	2749
Mmercenaria_contig_6024	193	108
Mmercenaria_contig_6025	552	464
Mmercenaria_contig_6026	2086	694
Mmercenaria_contig_6027	420	398
Mmercenaria_contig_6028	87	31
Mmercenaria_contig_6029	53	66
Mmercenaria_contig_603	252	92
Mmercenaria_contig_6030	39	63
Mmercenaria_contig_6031	151	123
Mmercenaria_contig_6032	1332	1087
Mmercenaria_contig_6033	826	419
Mmercenaria_contig_6034	431	514
Mmercenaria_contig_6035	140	71
Mmercenaria_contig_6036	1111	1560
Mmercenaria_contig_6037	237	164
Mmercenaria_contig_6038	1008	2149
Mmercenaria_contig_6039	167	128
Mmercenaria_contig_604	73	34
Mmercenaria_contig_6040	910	593
Mmercenaria_contig_6041	59	64
Mmercenaria_contig_6042	145	155
Mmercenaria_contig_6043	450	378
Mmercenaria_contig_6044	282	224
Mmercenaria_contig_6045	110	62
Mmercenaria_contig_6046	621	378
Mmercenaria_contig_6047	1591	652
Mmercenaria_contig_6048	582	336
Mmercenaria_contig_6049	61	69
Mmercenaria_contig_605	40	81
Mmercenaria_contig_6050	98	68
Mmercenaria_contig_6051	797	437
Mmercenaria_contig_6052	459	232
Mmercenaria_contig_6053	36	41
Mmercenaria_contig_6054	207	181
Mmercenaria_contig_6055	111	115
Mmercenaria_contig_6056	1762	1050
Mmercenaria_contig_6057	620	500
Mmercenaria_contig_6058	76	46
Mmercenaria_contig_6059	251	166
Mmercenaria_contig_606	146	97
Mmercenaria_contig_6060	27	449
Mmercenaria_contig_6061	150	125
Mmercenaria_contig_6062	795	691
Mmercenaria_contig_6063	1284	1033
Mmercenaria_contig_6064	1319	482
Mmercenaria_contig_6065	20	31
Mmercenaria_contig_6066	322	198
Mmercenaria_contig_6067	3315	3980
Mmercenaria_contig_6068	123	97
Mmercenaria_contig_6069	289	43
Mmercenaria_contig_607	154	112
Mmercenaria_contig_6070	145	86
Mmercenaria_contig_6071	172	84
Mmercenaria_contig_6072	47	38
Mmercenaria_contig_6073	63	86
Mmercenaria_contig_6074	483	492
Mmercenaria_contig_6075	155	163
Mmercenaria_contig_6076	147	153
Mmercenaria_contig_6077	110	82
Mmercenaria_contig_6078	301	247
Mmercenaria_contig_6079	161	165
Mmercenaria_contig_608	145	68
Mmercenaria_contig_6080	276	902
Mmercenaria_contig_6081	40	50
Mmercenaria_contig_6082	165	264
Mmercenaria_contig_6083	144	131
Mmercenaria_contig_6084	691	411
Mmercenaria_contig_6085	35	31
Mmercenaria_contig_6086	179	222
Mmercenaria_contig_6087	299	369
Mmercenaria_contig_6088	146	178
Mmercenaria_contig_6089	126	47
Mmercenaria_contig_609	151	139
Mmercenaria_contig_6090	377	312
Mmercenaria_contig_6091	231	121
Mmercenaria_contig_6092	349	235
Mmercenaria_contig_6093	70918	87
Mmercenaria_contig_6094	152	131
Mmercenaria_contig_6095	281	152
Mmercenaria_contig_6096	52	51
Mmercenaria_contig_6097	96	99
Mmercenaria_contig_6098	130	80
Mmercenaria_contig_6099	296	206
Mmercenaria_contig_61	115	80
Mmercenaria_contig_610	50	53
Mmercenaria_contig_6100	3644	1597
Mmercenaria_contig_6101	332	256
Mmercenaria_contig_6102	115	135
Mmercenaria_contig_6103	577	121
Mmercenaria_contig_6104	253	124
Mmercenaria_contig_6105	513	360
Mmercenaria_contig_6106	5552	3190
Mmercenaria_contig_6107	211	292
Mmercenaria_contig_6108	133	73
Mmercenaria_contig_6109	362	329
Mmercenaria_contig_611	97	69
Mmercenaria_contig_6110	514	402
Mmercenaria_contig_6111	120	81
Mmercenaria_contig_6112	49	32
Mmercenaria_contig_6113	131	55
Mmercenaria_contig_6114	76	76
Mmercenaria_contig_6115	743	599
Mmercenaria_contig_6116	388	370
Mmercenaria_contig_6117	317	207
Mmercenaria_contig_6118	755	652
Mmercenaria_contig_6119	192	558
Mmercenaria_contig_612	60	198
Mmercenaria_contig_6120	102	121
Mmercenaria_contig_6121	162	149
Mmercenaria_contig_6122	179	198
Mmercenaria_contig_6123	119	127
Mmercenaria_contig_6124	73	1182
Mmercenaria_contig_6125	407	274
Mmercenaria_contig_6126	99	134
Mmercenaria_contig_6127	62	63
Mmercenaria_contig_6128	1133	520
Mmercenaria_contig_6129	150	182
Mmercenaria_contig_613	91	60
Mmercenaria_contig_6130	87	69
Mmercenaria_contig_6131	136	38
Mmercenaria_contig_6132	32	41
Mmercenaria_contig_6133	156	99
Mmercenaria_contig_6134	216	200
