Contig	Lean 	Siscowet 
Snamaycush_3293	0	0
Snamaycush_3294	168	155
Snamaycush_3295	5091	4270
Snamaycush_3296	114	123
Snamaycush_3297	39	24
Snamaycush_3298	28	22
Snamaycush_3299	961	749
Snamaycush_3300	7	5
Snamaycush_3301	28	23
Snamaycush_3302	46	56
Snamaycush_3303	15	15
Snamaycush_3304	17	10
Snamaycush_3305	23	9
Snamaycush_3306	5	1
Snamaycush_3307	25	17
Snamaycush_3308	86	69
Snamaycush_3309	23	24
Snamaycush_3310	15	6
Snamaycush_3311	2	1
Snamaycush_3312	34	13
Snamaycush_3313	139	110
Snamaycush_3314	1	1
Snamaycush_3315	1604	1286
Snamaycush_3316	39	37
Snamaycush_3317	37	18
Snamaycush_3318	11	11
Snamaycush_3319	168	174
Snamaycush_3320	5	5
Snamaycush_3321	28	15
Snamaycush_3322	9	4
Snamaycush_3323	8	8
Snamaycush_3324	120	92
Snamaycush_3325	80	59
Snamaycush_3326	660	518
Snamaycush_3327	172	127
Snamaycush_3328	92	69
Snamaycush_3329	1783	2068
Snamaycush_3330	74	57
Snamaycush_3331	3	1
Snamaycush_3332	358	274
Snamaycush_3333	3	3
Snamaycush_3334	15	22
Snamaycush_3335	953	602
Snamaycush_3336	6	8
Snamaycush_3337	173	197
Snamaycush_3338	3	4
Snamaycush_3339	2725	1859
Snamaycush_3340	194	165
Snamaycush_3341	100	98
Snamaycush_3342	117	67
Snamaycush_3343	1	2
Snamaycush_3344	1484	1055
Snamaycush_3345	83	62
Snamaycush_3346	16	12
Snamaycush_3347	26	16
Snamaycush_3348	9	5
Snamaycush_3349	83	102
Snamaycush_3350	2	5
Snamaycush_3351	31	22
Snamaycush_3352	8	13
Snamaycush_3353	6	5
Snamaycush_3354	37898	33464
Snamaycush_3355	41	47
Snamaycush_3356	142	165
Snamaycush_3357	2974	2432
Snamaycush_3358	581	486
Snamaycush_3359	12	3
Snamaycush_3360	1078	847
Snamaycush_3361	354	262
Snamaycush_3362	3008	1886
Snamaycush_3363	25	26
Snamaycush_3364	6	24
Snamaycush_3365	219	154
Snamaycush_3366	1893	1236
Snamaycush_3367	2	2
Snamaycush_3368	119	85
Snamaycush_3369	2	0
Snamaycush_3370	17	19
Snamaycush_3371	0	4
Snamaycush_3372	4	1
Snamaycush_3373	85	43
Snamaycush_3374	4198	3311
Snamaycush_3375	113	100
Snamaycush_3376	5	7
Snamaycush_3377	723	837
Snamaycush_3378	8	6
Snamaycush_3379	179	255
Snamaycush_3380	7	7
Snamaycush_3381	2	4
Snamaycush_3382	17	19
Snamaycush_3383	12	11
Snamaycush_3384	11	11
Snamaycush_3385	246	218
Snamaycush_3386	666	364
Snamaycush_3387	0	0
Snamaycush_3388	0	0
Snamaycush_3389	423	348
Snamaycush_3390	6	14
Snamaycush_3391	0	0
Snamaycush_3392	65	70
Snamaycush_3393	78	71
Snamaycush_3394	332	255
Snamaycush_3395	49	31
Snamaycush_3396	177	186
Snamaycush_3397	3	2
Snamaycush_3398	46576	34451
Snamaycush_3399	1	0
Snamaycush_3400	6	11
Snamaycush_3401	0	2
Snamaycush_3402	84	58
Snamaycush_3403	2692	1925
Snamaycush_3404	3	1
Snamaycush_3405	3	3
Snamaycush_3406	6	10
Snamaycush_3407	0	0
Snamaycush_3408	0	0
Snamaycush_3409	62	57
Snamaycush_3410	79	59
Snamaycush_3411	5	4
Snamaycush_3412	73	71
Snamaycush_3413	17	12
Snamaycush_3414	0	0
Snamaycush_3415	14	7
Snamaycush_3416	525	371
Snamaycush_3417	0	0
Snamaycush_3418	274	267
Snamaycush_3419	9	15
Snamaycush_3420	4	0
Snamaycush_3421	2	0
Snamaycush_3422	61	70
Snamaycush_3423	38	36
Snamaycush_3424	2	1
Snamaycush_3425	0	1
Snamaycush_3426	328	220
Snamaycush_3427	1	1
Snamaycush_3428	19	25
Snamaycush_3429	20	14
Snamaycush_3430	4	4
Snamaycush_3431	0	2
Snamaycush_3432	25	24
Snamaycush_3433	181	235
Snamaycush_3434	2	3
Snamaycush_3435	1	1
Snamaycush_3436	28	21
Snamaycush_3437	6	8
Snamaycush_3438	1	1
Snamaycush_3439	0	3
Snamaycush_3440	483	342
Snamaycush_3441	100	76
Snamaycush_3442	7028	5138
Snamaycush_3443	773	604
Snamaycush_3444	11	14
Snamaycush_3445	1	4
Snamaycush_3446	173	181
Snamaycush_3447	1	0
Snamaycush_3448	3	4
Snamaycush_3449	9	4
Snamaycush_3450	4	1
Snamaycush_3451	817	526
Snamaycush_3452	35	34
Snamaycush_3453	0	3
Snamaycush_3454	145	122
Snamaycush_3455	7	2
Snamaycush_3456	1	0
Snamaycush_3457	8	4
Snamaycush_3458	0	0
Snamaycush_3459	15	13
Snamaycush_3460	3	2
Snamaycush_3461	6	3
Snamaycush_3462	86	85
Snamaycush_3463	45	54
Snamaycush_3464	420	213
Snamaycush_3465	19	14
Snamaycush_3466	0	2
Snamaycush_3467	68	55
Snamaycush_3468	659	582
Snamaycush_3469	0	4
Snamaycush_3470	65	58
Snamaycush_3471	41	20
Snamaycush_3472	11	12
Snamaycush_3473	30	14
Snamaycush_3474	490	356
Snamaycush_3475	11	19
Snamaycush_3476	15	21
Snamaycush_3477	257	226
Snamaycush_3478	4	4
Snamaycush_3479	47	34
Snamaycush_3480	47	46
Snamaycush_3481	106	82
Snamaycush_3482	1	4
Snamaycush_3483	4339	3008
Snamaycush_3484	4	2
Snamaycush_3485	46	33
Snamaycush_3486	129	76
Snamaycush_3487	0	0
Snamaycush_3488	19	9
Snamaycush_3489	41	26
Snamaycush_3490	1109	902
Snamaycush_3491	22	19
Snamaycush_3492	2	1
Snamaycush_3493	20329	14292
Snamaycush_3494	13	11
Snamaycush_3495	6	5
Snamaycush_3496	0	0
Snamaycush_3497	4	8
Snamaycush_3498	0	2
Snamaycush_3499	18	17
Snamaycush_3500	23	17
Snamaycush_3501	345	294
Snamaycush_3502	1	3
Snamaycush_3503	12	8
Snamaycush_3504	483	374
Snamaycush_3505	33	20
Snamaycush_3506	26	18
Snamaycush_3507	60	35
Snamaycush_3508	0	2
Snamaycush_3509	15	5
Snamaycush_3510	0	2
Snamaycush_3511	492	405
Snamaycush_3512	199	188
Snamaycush_3513	15	13
Snamaycush_3514	3	1
Snamaycush_3515	319	233
Snamaycush_3516	0	1
Snamaycush_3517	0	0
Snamaycush_3518	2	3
Snamaycush_3519	138	89
Snamaycush_3520	17	7
Snamaycush_3521	4	0
Snamaycush_3522	83	65
Snamaycush_3523	100	81
Snamaycush_3524	2	5
Snamaycush_3525	6	7
Snamaycush_3526	9	11
Snamaycush_3527	22	11
Snamaycush_3528	74	51
Snamaycush_3529	729	580
Snamaycush_3530	109	72
Snamaycush_3531	166	169
Snamaycush_3532	79	1684
Snamaycush_3533	0	0
Snamaycush_3534	0	0
Snamaycush_3535	22	24
Snamaycush_3536	1276	1669
Snamaycush_3537	6	7
Snamaycush_3538	1	1
Snamaycush_3539	2	2
Snamaycush_3540	30	29
Snamaycush_3541	110	84
Snamaycush_3542	6	6
Snamaycush_3543	43	74
Snamaycush_3544	5	8
Snamaycush_3545	3	2
Snamaycush_3546	316	459
Snamaycush_3547	17	10
Snamaycush_3548	18	10
Snamaycush_3549	6	8
Snamaycush_3550	0	0
Snamaycush_3551	48	30
Snamaycush_3552	0	0
Snamaycush_3553	110	104
Snamaycush_3554	652	763
Snamaycush_3555	10	9
Snamaycush_3556	221134	139916
Snamaycush_3557	0	0
Snamaycush_3558	8	6
Snamaycush_3559	116937	81306
Snamaycush_3560	24	15
Snamaycush_3561	120	98
Snamaycush_3562	170	138
Snamaycush_3563	14	9
Snamaycush_3564	50	49
Snamaycush_3565	6	3
Snamaycush_3566	233	189
Snamaycush_3567	7	7
Snamaycush_3568	5	24
Snamaycush_3569	196	113
Snamaycush_3570	11	6
Snamaycush_3571	1	1
Snamaycush_3572	125	101
Snamaycush_3573	5	11
Snamaycush_3574	0	0
Snamaycush_3575	13	21
Snamaycush_3576	43	40
Snamaycush_3577	55	50
Snamaycush_3578	24302	36322
Snamaycush_3579	15	10
Snamaycush_3580	5	2
Snamaycush_3581	6266	6301
Snamaycush_3582	24	21
Snamaycush_3583	21	18
Snamaycush_3584	1	1
Snamaycush_3585	65	52
Snamaycush_3586	3	0
Snamaycush_3587	146	109
Snamaycush_3588	13	8
Snamaycush_3589	9	11
Snamaycush_3590	18	13
Snamaycush_3591	4	3
Snamaycush_3592	28	42
Snamaycush_3593	3	0
Snamaycush_3594	15	12
Snamaycush_3595	1	0
Snamaycush_3596	144	104
Snamaycush_3597	17	9
Snamaycush_3598	9	7
Snamaycush_3599	24	9
Snamaycush_3600	14	16
Snamaycush_3601	78	56
Snamaycush_3602	107	57
Snamaycush_3603	4	4
Snamaycush_3604	97	107
Snamaycush_3605	13	10
Snamaycush_3606	2	2
Snamaycush_3607	5	7
Snamaycush_3608	4	6
Snamaycush_3609	40	24
Snamaycush_3610	43	34
Snamaycush_3611	2	1
Snamaycush_3612	86	71
Snamaycush_3613	26	25
Snamaycush_3614	19	18
Snamaycush_3615	248	296
Snamaycush_3616	37	27
Snamaycush_3617	4	5
Snamaycush_3618	1	1
Snamaycush_3619	5	10
Snamaycush_3620	55	36
Snamaycush_3621	1076	1217
Snamaycush_3622	2	5
Snamaycush_3623	822	716
Snamaycush_3624	5	1
Snamaycush_3625	11	16
Snamaycush_3626	18	22
Snamaycush_3627	31	45
Snamaycush_3628	27	18
Snamaycush_3629	39	36
Snamaycush_3630	0	14
Snamaycush_3631	3	3
Snamaycush_3632	15	17
Snamaycush_3633	308	249
Snamaycush_3634	31	45
Snamaycush_3635	469	361
Snamaycush_3636	5	9
Snamaycush_3637	2	1
Snamaycush_3638	257	204
Snamaycush_3639	3	4
Snamaycush_3640	0	0
Snamaycush_3641	1	2
Snamaycush_3642	22	26
Snamaycush_3643	36	29
Snamaycush_3644	45	27
Snamaycush_3645	114	72
Snamaycush_3646	3	3
Snamaycush_3647	82	59
Snamaycush_3648	81	81
Snamaycush_3649	68	62
Snamaycush_3650	298	302
Snamaycush_3651	228	146
Snamaycush_3652	1	0
Snamaycush_3653	1	1
Snamaycush_3654	23	22
Snamaycush_3655	2	3
Snamaycush_3656	9	21
Snamaycush_3657	12	18
Snamaycush_3658	6	2
Snamaycush_3659	4	0
Snamaycush_3660	0	1
Snamaycush_3661	72	38
Snamaycush_3662	569	734
Snamaycush_3663	5	6
Snamaycush_3664	147	103
Snamaycush_3665	20	12
Snamaycush_3666	99	79
Snamaycush_3667	4263	3070
Snamaycush_3668	18	15
Snamaycush_3669	3	7
Snamaycush_3670	6	9
Snamaycush_3671	5	4
Snamaycush_3672	136	81
Snamaycush_3673	6	8
Snamaycush_3674	3	4
Snamaycush_3675	51	48
Snamaycush_3676	16	5
Snamaycush_3677	2	2
Snamaycush_3678	1	0
Snamaycush_3679	15	9
Snamaycush_3680	620	598
Snamaycush_3681	67	33
Snamaycush_3682	154	121
Snamaycush_3683	13	22
Snamaycush_3684	774	597
Snamaycush_3685	1	2
Snamaycush_3686	1	1
Snamaycush_3687	2	0
Snamaycush_3688	1	2
Snamaycush_3689	20	16
Snamaycush_3690	301776	153189
Snamaycush_3691	1	2
Snamaycush_3692	0	0
Snamaycush_3693	10	18
Snamaycush_3694	115	73
Snamaycush_3695	4	13
Snamaycush_3696	30	31
Snamaycush_3697	8	3
Snamaycush_3698	156	156
Snamaycush_3699	19	12
Snamaycush_3700	2	0
Snamaycush_3701	142	74
Snamaycush_3702	5	0
Snamaycush_3703	11	4
Snamaycush_3704	1	1
Snamaycush_3705	0	0
Snamaycush_3706	49	48
Snamaycush_3707	121	160
Snamaycush_3708	6	6
Snamaycush_3709	6	17
Snamaycush_3710	4	4
Snamaycush_3711	50	59
Snamaycush_3712	21	14
Snamaycush_3713	1	2
Snamaycush_3714	16	9
Snamaycush_3715	855	710
Snamaycush_3716	24	28
Snamaycush_3717	49	27
Snamaycush_3718	7	11
Snamaycush_3719	15	9
Snamaycush_3720	20	13
Snamaycush_3721	49	41
Snamaycush_3722	34	33
Snamaycush_3723	4	4
Snamaycush_3724	1	3
Snamaycush_3725	4	1
Snamaycush_3726	0	1
Snamaycush_3727	4329	4108
Snamaycush_3728	32	27
Snamaycush_3729	55	39
Snamaycush_3730	1	2
Snamaycush_3731	5	3
Snamaycush_3732	2	1
Snamaycush_3733	23	6
Snamaycush_3734	214	155
Snamaycush_3735	6	5
Snamaycush_3736	27	21
Snamaycush_3737	14	3
Snamaycush_3738	17	18
Snamaycush_3739	33	21
Snamaycush_3740	7	9
Snamaycush_3741	4374	4037
Snamaycush_3742	7	2
Snamaycush_3743	4610	5462
Snamaycush_3744	200	162
Snamaycush_3745	133	145
Snamaycush_3746	5	6
Snamaycush_3747	0	2
Snamaycush_3748	10	6
Snamaycush_3749	12	4
Snamaycush_3750	1	0
Snamaycush_3751	39	29
Snamaycush_3752	23	19
Snamaycush_3753	17	11
Snamaycush_3754	0	0
Snamaycush_3755	100604	57471
Snamaycush_3756	228	200
Snamaycush_3757	33	17
Snamaycush_3758	67	64
Snamaycush_3759	170	111
Snamaycush_3760	1	2
Snamaycush_3761	22	19
Snamaycush_3762	3	0
Snamaycush_3763	159	142
Snamaycush_3764	23	14
Snamaycush_3765	3	0
Snamaycush_3766	13	36
Snamaycush_3767	8	5
Snamaycush_3768	4	8
Snamaycush_3769	3	1
Snamaycush_3770	56	50
Snamaycush_3771	49	42
Snamaycush_3772	25	12
Snamaycush_3773	4210	4196
Snamaycush_3774	209	226
Snamaycush_3775	87	80
Snamaycush_3776	4	2
Snamaycush_3777	16	13
Snamaycush_3778	49	37
Snamaycush_3779	63	45
Snamaycush_3780	14	11
Snamaycush_3781	1866	1530
Snamaycush_3782	19	15
Snamaycush_3783	34	14
Snamaycush_3784	9	5
Snamaycush_3785	104	96
Snamaycush_3786	0	1
Snamaycush_3787	8	7
Snamaycush_3788	8	8
Snamaycush_3789	4	7
Snamaycush_3790	1	2
Snamaycush_3791	0	0
Snamaycush_3792	24	28
Snamaycush_3793	16	15
Snamaycush_3794	1511	1676
Snamaycush_3795	10	6
Snamaycush_3796	1	0
Snamaycush_3797	12	9
Snamaycush_3798	3	4
Snamaycush_3799	1	0
Snamaycush_3800	92	63
Snamaycush_3801	22	40
Snamaycush_3802	0	2
Snamaycush_3803	0	2
Snamaycush_3804	291	188
Snamaycush_3805	400	348
Snamaycush_3806	6	6
Snamaycush_3807	114	80
Snamaycush_3808	0	0
Snamaycush_3809	49	41
Snamaycush_3810	3370	2802
Snamaycush_3811	2	2
Snamaycush_3812	364	251
Snamaycush_3813	5	3
Snamaycush_3814	32	20
Snamaycush_3815	12	14
Snamaycush_3816	3	5
Snamaycush_3817	70	63
Snamaycush_3818	129887	83773
Snamaycush_3819	1	1
Snamaycush_3820	38	43
Snamaycush_3821	17	12
Snamaycush_3822	9	2
Snamaycush_3823	203	251
Snamaycush_3824	2	4
Snamaycush_3825	4	5
Snamaycush_3826	30	23
Snamaycush_3827	0	1
Snamaycush_3828	2	0
Snamaycush_3829	44	37
Snamaycush_3830	5	4
Snamaycush_3831	5	7
Snamaycush_3832	573	351
Snamaycush_3833	6	11
Snamaycush_3834	6	10
Snamaycush_3835	2	1
Snamaycush_3836	0	0
Snamaycush_3837	6	0
Snamaycush_3838	127	106
Snamaycush_3839	6	3
Snamaycush_3840	569	406
Snamaycush_3841	2	2
Snamaycush_3842	2	3
Snamaycush_3843	9	6
Snamaycush_3844	10	10
Snamaycush_3845	13	7
Snamaycush_3846	24	9
Snamaycush_3847	6	5
Snamaycush_3848	5	2
Snamaycush_3849	107	59
Snamaycush_3850	5	5
Snamaycush_3851	209	172
Snamaycush_3852	10	3
Snamaycush_3853	1	2
Snamaycush_3854	15	8
Snamaycush_3855	1	0
Snamaycush_3856	74	85
Snamaycush_3857	27	26
Snamaycush_3858	31	22
Snamaycush_3859	11	10
Snamaycush_3860	5	2
Snamaycush_3861	8	4
Snamaycush_3862	14	4
Snamaycush_3863	0	2
Snamaycush_3864	11	4
Snamaycush_3865	826	503
Snamaycush_3866	2	21
Snamaycush_3867	13	5
Snamaycush_3868	14	21
Snamaycush_3869	23	18
Snamaycush_3870	0	0
Snamaycush_3871	10	12
Snamaycush_3872	464	387
Snamaycush_3873	8	4
Snamaycush_3874	8	11
Snamaycush_3875	102	63
Snamaycush_3876	115	59
Snamaycush_3877	27	16
Snamaycush_3878	5	4
Snamaycush_3879	0	3
Snamaycush_3880	1338	974
Snamaycush_3881	129	73
Snamaycush_3882	5	5
Snamaycush_3883	0	0
Snamaycush_3884	15	36
Snamaycush_3885	19	12
Snamaycush_3886	2	1
Snamaycush_3887	21	12
Snamaycush_3888	1	2
Snamaycush_3889	0	2
Snamaycush_3890	0	0
Snamaycush_3891	0	0
Snamaycush_3892	12	6
Snamaycush_3893	152	108
Snamaycush_3894	1685	1476
Snamaycush_3895	343	301
Snamaycush_3896	5	7
Snamaycush_3897	7	16
Snamaycush_3898	2	2
Snamaycush_3899	21	19
Snamaycush_3900	0	0
Snamaycush_3901	1	1
Snamaycush_3902	70	43
Snamaycush_3903	3	1
Snamaycush_3904	0	2
Snamaycush_3905	3669	2887
Snamaycush_3906	665	163
Snamaycush_3907	11	11
Snamaycush_3908	10	7
Snamaycush_3909	0	0
Snamaycush_3910	185	158
Snamaycush_3911	16	28
Snamaycush_3912	2	3
Snamaycush_3913	8746	9757
Snamaycush_3914	1	3
Snamaycush_3915	6	8
Snamaycush_3916	0	0
Snamaycush_3917	6	8
Snamaycush_3918	13	4
Snamaycush_3919	127	92
Snamaycush_3920	16221	13190
Snamaycush_3921	5	14
Snamaycush_3922	2	0
Snamaycush_3923	20	19
Snamaycush_3924	0	0
Snamaycush_3925	11	6
Snamaycush_3926	0	0
Snamaycush_3927	0	0
Snamaycush_3928	417	297
Snamaycush_3929	75	71
Snamaycush_3930	2	2
Snamaycush_3931	0	0
Snamaycush_3932	47	33
Snamaycush_3933	76	803
Snamaycush_3934	14	18
Snamaycush_3935	342	255
Snamaycush_3936	4	10
Snamaycush_3937	0	0
Snamaycush_3938	21	16
Snamaycush_3939	12	19
Snamaycush_3940	136	118
Snamaycush_3941	1	1
Snamaycush_3942	170	219
Snamaycush_3943	2849	2493
Snamaycush_3944	1	5
Snamaycush_3945	1	1
Snamaycush_3946	3	1
Snamaycush_3947	25	20
Snamaycush_3948	24	33
Snamaycush_3949	10	3
Snamaycush_3950	29	25
Snamaycush_3951	7	4
Snamaycush_3952	87	60
Snamaycush_3953	2	1
Snamaycush_3954	1	1
Snamaycush_3955	0	0
Snamaycush_3956	69	47
Snamaycush_3957	10	14
Snamaycush_3958	395	376
Snamaycush_3959	4	5
Snamaycush_3960	14	9
Snamaycush_3961	2424	3047
Snamaycush_3962	8	3
Snamaycush_3963	0	1
Snamaycush_3964	104	86
Snamaycush_3965	2	7
Snamaycush_3966	3	0
Snamaycush_3967	3	1
Snamaycush_3968	3	5
Snamaycush_3969	1	0
Snamaycush_3970	46	313
Snamaycush_3971	302	224
Snamaycush_3972	1	0
Snamaycush_3973	13	32
Snamaycush_3974	654	429
Snamaycush_3975	8	5
Snamaycush_3976	32	50
Snamaycush_3977	9	5
Snamaycush_3978	1	3
Snamaycush_3979	42	29
Snamaycush_3980	51	22
Snamaycush_3981	0	0
Snamaycush_3982	148	115
Snamaycush_3983	3	9
Snamaycush_3984	7	9
Snamaycush_3985	82	77
Snamaycush_3986	1	0
Snamaycush_3987	10	2
Snamaycush_3988	33	30
Snamaycush_3989	6	3
Snamaycush_3990	1	1
Snamaycush_3991	21743	18561
Snamaycush_3992	18	13
Snamaycush_3993	93	79
Snamaycush_3994	63	37
Snamaycush_3995	11	23
Snamaycush_3996	0	2
Snamaycush_3997	20	6
Snamaycush_3998	5576	4417
Snamaycush_3999	92	63
Snamaycush_4000	0	0
Snamaycush_4001	675	525
Snamaycush_4002	16	6
Snamaycush_4003	3	5
Snamaycush_4004	12	6
Snamaycush_4005	201	186
Snamaycush_4006	65	47
Snamaycush_4007	1	1
Snamaycush_4008	13	9
Snamaycush_4009	40	31
Snamaycush_4010	2	1
Snamaycush_4011	2	0
Snamaycush_4012	7	8
Snamaycush_4013	12	13
Snamaycush_4014	6	3
Snamaycush_4015	99	56
Snamaycush_4016	0	0
Snamaycush_4017	556	360
Snamaycush_4018	2	4
Snamaycush_4019	4637	2994
Snamaycush_4020	6	1
Snamaycush_4021	5	2
Snamaycush_4022	20	20
Snamaycush_4023	22	16
Snamaycush_4024	1236	939
Snamaycush_4025	137	106
Snamaycush_4026	32	16
Snamaycush_4027	26	20
Snamaycush_4028	135	81
Snamaycush_4029	23	21
Snamaycush_4030	5	3
Snamaycush_4031	28	21
Snamaycush_4032	0	0
Snamaycush_4033	0	0
Snamaycush_4034	30	24
Snamaycush_4035	0	1
Snamaycush_4036	7	8
Snamaycush_4037	692	607
Snamaycush_4038	0	1
Snamaycush_4039	12	14
Snamaycush_4040	419	244
Snamaycush_4041	11	9
Snamaycush_4042	0	0
Snamaycush_4043	27	17
Snamaycush_4044	9	6
Snamaycush_4045	38	30
Snamaycush_4046	17	20
Snamaycush_4047	21	14
Snamaycush_4048	68	52
Snamaycush_4049	415	387
Snamaycush_4050	54	46
Snamaycush_4051	25	11
Snamaycush_4052	69	40
Snamaycush_4053	31	18
Snamaycush_4054	57	29
Snamaycush_4055	15	23
Snamaycush_4056	4	1
Snamaycush_4057	27	15
Snamaycush_4058	25	22
Snamaycush_4059	0	0
Snamaycush_4060	87	66
Snamaycush_4061	13	7
Snamaycush_4062	13	18
Snamaycush_4063	1330	1449
Snamaycush_4064	12	8
Snamaycush_4065	20	31
Snamaycush_4066	46	43
Snamaycush_4067	21	31
Snamaycush_4068	26	18
Snamaycush_4069	79	63
Snamaycush_4070	9	7
Snamaycush_4071	536	139
Snamaycush_4072	0	1
Snamaycush_4073	5	2
Snamaycush_4074	5	3
Snamaycush_4075	1	5
Snamaycush_4076	0	1
Snamaycush_4077	17	10
Snamaycush_4078	49	28
Snamaycush_4079	6	1
Snamaycush_4080	1	1
Snamaycush_4081	98	85
Snamaycush_4082	2	3
Snamaycush_4083	50	39
Snamaycush_4084	98	61
Snamaycush_4085	8	4
Snamaycush_4086	10	8
Snamaycush_4087	15	19
Snamaycush_4088	1	3
Snamaycush_4089	8	6
Snamaycush_4090	2	2
Snamaycush_4091	5	5
Snamaycush_4092	5	9
Snamaycush_4093	25	17
Snamaycush_4094	313	254
Snamaycush_4095	33	32
Snamaycush_4096	0	3
Snamaycush_4097	11	7
Snamaycush_4098	5	6
Snamaycush_4099	27	19
Snamaycush_4100	2	1
Snamaycush_4101	9	5
Snamaycush_4102	8	3
Snamaycush_4103	23	19
Snamaycush_4104	9	17
Snamaycush_4105	72	41
Snamaycush_4106	6	6
Snamaycush_4107	2	3
Snamaycush_4108	242	195
Snamaycush_4109	4	3
Snamaycush_4110	40	21
Snamaycush_4111	0	0
Snamaycush_4112	3	1
Snamaycush_4113	1	2
Snamaycush_4114	3011	2408
Snamaycush_4115	29	22
Snamaycush_4116	95	88
Snamaycush_4117	1	3
Snamaycush_4118	104	112
Snamaycush_4119	63	44
Snamaycush_4120	3	4
Snamaycush_4121	3	0
Snamaycush_4122	12	12
Snamaycush_4123	25	31
Snamaycush_4124	4	9
Snamaycush_4125	13573	9925
Snamaycush_4126	17	19
Snamaycush_4127	15	17
Snamaycush_4128	4	2
Snamaycush_4129	35	18
Snamaycush_4130	330	408
Snamaycush_4131	29	10
Snamaycush_4132	30	12
Snamaycush_4133	90	63
Snamaycush_4134	15	19
Snamaycush_4135	3	2
Snamaycush_4136	45	38
Snamaycush_4137	20	14
Snamaycush_4138	14	29
Snamaycush_4139	38	33
Snamaycush_4140	18	19
Snamaycush_4141	3296	2722
Snamaycush_4142	1	0
Snamaycush_4143	8	12
Snamaycush_4144	289	187
Snamaycush_4145	1	0
Snamaycush_4146	12	3
Snamaycush_4147	5	5
Snamaycush_4148	1	0
Snamaycush_4149	20	15
Snamaycush_4150	473	382
Snamaycush_4151	10	7
Snamaycush_4152	5190	4585
Snamaycush_4153	31	27
Snamaycush_4154	0	2
Snamaycush_4155	67	55
Snamaycush_4156	1	0
Snamaycush_4157	5	7
Snamaycush_4158	12	6
Snamaycush_4159	6	3
Snamaycush_4160	3	6
Snamaycush_4161	13	12
Snamaycush_4162	1752	1312
Snamaycush_4163	2	1
Snamaycush_4164	4	4
Snamaycush_4165	44	23
Snamaycush_4166	13	12
Snamaycush_4167	34	44
Snamaycush_4168	36	20
Snamaycush_4169	41	29
Snamaycush_4170	45	18
Snamaycush_4171	10	6
Snamaycush_4172	85	73
Snamaycush_4173	93	79
Snamaycush_4174	1184	813
Snamaycush_4175	17	11
Snamaycush_4176	6	10
Snamaycush_4177	10	13
Snamaycush_4178	15	15
Snamaycush_4179	17	11
Snamaycush_4180	0	0
Snamaycush_4181	15	6
Snamaycush_4182	6	4
Snamaycush_4183	3	5
Snamaycush_4184	2	2
Snamaycush_4185	42	10
Snamaycush_4186	11	17
Snamaycush_4187	72	48
Snamaycush_4188	4	11
Snamaycush_4189	17	10
Snamaycush_4190	8	3
Snamaycush_4191	15	16
Snamaycush_4192	24	21
Snamaycush_4193	23	13
Snamaycush_4194	23	25
Snamaycush_4195	48	22
Snamaycush_4196	14	4
Snamaycush_4197	13	10
Snamaycush_4198	5	3
Snamaycush_4199	1	3
Snamaycush_4200	46	23
Snamaycush_4201	84	54
Snamaycush_4202	50	30
Snamaycush_4203	866	917
Snamaycush_4204	8	10
Snamaycush_4205	12	9
Snamaycush_4206	9	8
Snamaycush_4207	6	4
Snamaycush_4208	3	1
Snamaycush_4209	68	49
Snamaycush_4210	6	6
Snamaycush_4211	7	9
Snamaycush_4212	4	10
Snamaycush_4213	22	8
Snamaycush_4214	0	0
Snamaycush_4215	19	11
Snamaycush_4216	17	29
Snamaycush_4217	4	7
Snamaycush_4218	52	35
Snamaycush_4219	19	20
Snamaycush_4220	0	3
Snamaycush_4221	4	3
Snamaycush_4222	7	3
Snamaycush_4223	20	20
Snamaycush_4224	10	3
Snamaycush_4225	40	22
Snamaycush_4226	97	79
Snamaycush_4227	3	0
Snamaycush_4228	64	70
Snamaycush_4229	201	167
Snamaycush_4230	14	14
Snamaycush_4231	0	3
Snamaycush_4232	103	80
Snamaycush_4233	8	7
Snamaycush_4234	12	12
Snamaycush_4235	4	21
Snamaycush_4236	15	8
Snamaycush_4237	12	6
Snamaycush_4238	6	6
Snamaycush_4239	20	27
Snamaycush_4240	1	2
Snamaycush_4241	237	230
Snamaycush_4242	11	11
Snamaycush_4243	39	49
Snamaycush_4244	10	11
Snamaycush_4245	64	67
Snamaycush_4246	22	17
Snamaycush_4247	16	13
Snamaycush_4248	41	34
Snamaycush_4249	46	41
Snamaycush_4250	1	0
Snamaycush_4251	24	35
Snamaycush_4252	88	56
Snamaycush_4253	10	3
Snamaycush_4254	11	6
Snamaycush_4255	0	0
Snamaycush_4256	8	10
Snamaycush_4257	485	546
Snamaycush_4258	11	17
Snamaycush_4259	15	12
Snamaycush_4260	20	15
Snamaycush_4261	44	28
Snamaycush_4262	22	21
Snamaycush_4263	12	5
Snamaycush_4264	50	41
Snamaycush_4265	1	2
Snamaycush_4266	3	6
Snamaycush_4267	0	0
Snamaycush_4268	0	0
Snamaycush_4269	43	42
Snamaycush_4270	98	96
Snamaycush_4271	88	58
Snamaycush_4272	457	382
Snamaycush_4273	5	9
Snamaycush_4274	5	2
Snamaycush_4275	15	14
Snamaycush_4276	1	5
Snamaycush_4277	32	20
Snamaycush_4278	20	14
Snamaycush_4279	464	340
Snamaycush_4280	2	2
Snamaycush_4281	106	89
Snamaycush_4282	1	1
Snamaycush_4283	0	1
