Contig	Lean 	Siscowet 
Snamaycush_7105	75	44
Snamaycush_7106	61	50
Snamaycush_7107	24	18
Snamaycush_7108	64	28
Snamaycush_7109	224	269
Snamaycush_7110	266	161
Snamaycush_7111	78	63
Snamaycush_7112	67	51
Snamaycush_7113	317	205
Snamaycush_7114	123	81
Snamaycush_7115	5	8
Snamaycush_7116	4	7
Snamaycush_7117	5	9
Snamaycush_7118	22	22
Snamaycush_7119	120	96
Snamaycush_7120	4	1
Snamaycush_7121	0	1
Snamaycush_7122	0	0
Snamaycush_7123	45	15
Snamaycush_7124	3	9
Snamaycush_7125	10	3
Snamaycush_7126	3	4
Snamaycush_7127	4	4
Snamaycush_7128	0	1
Snamaycush_7129	2	0
Snamaycush_7130	2	0
Snamaycush_7131	12	12
Snamaycush_7132	831	611
Snamaycush_7133	285	165
Snamaycush_7134	23	24
Snamaycush_7135	2	0
Snamaycush_7136	0	0
Snamaycush_7137	9	8
Snamaycush_7138	43	34
Snamaycush_7139	0	0
Snamaycush_7140	0	0
Snamaycush_7141	538	601
Snamaycush_7142	3	3
Snamaycush_7143	0	0
Snamaycush_7144	27	23
Snamaycush_7145	146	115
Snamaycush_7146	67	35
Snamaycush_7147	72	63
Snamaycush_7148	8	13
Snamaycush_7149	2	6
Snamaycush_7150	31	24
Snamaycush_7151	113	113
Snamaycush_7152	217	184
Snamaycush_7153	177	138
Snamaycush_7154	2	1
Snamaycush_7155	812	774
Snamaycush_7156	2	3
Snamaycush_7157	21	13
Snamaycush_7158	2	7
Snamaycush_7159	9	7
Snamaycush_7160	1	8
Snamaycush_7161	151	130
Snamaycush_7162	318	360
Snamaycush_7163	0	2
Snamaycush_7164	2	2
Snamaycush_7165	55	44
Snamaycush_7166	53	51
Snamaycush_7167	205	239
Snamaycush_7168	3	4
Snamaycush_7169	94	63
Snamaycush_7170	0	0
Snamaycush_7171	22	12
Snamaycush_7172	14	10
Snamaycush_7173	1	8
Snamaycush_7174	0	0
Snamaycush_7175	3	0
Snamaycush_7176	48	60
Snamaycush_7177	56	37
Snamaycush_7178	1	5
Snamaycush_7179	749	583
Snamaycush_7180	0	2
Snamaycush_7181	0	5
Snamaycush_7182	6	7
Snamaycush_7183	1	5
Snamaycush_7184	6	1
Snamaycush_7185	5091	4341
Snamaycush_7186	4	8
Snamaycush_7187	41	103
Snamaycush_7188	74	42
Snamaycush_7189	12	9
Snamaycush_7190	238	192
Snamaycush_7191	14	7
Snamaycush_7192	48	90
Snamaycush_7193	6	5
Snamaycush_7194	0	0
Snamaycush_7195	26	29
Snamaycush_7196	4	2
Snamaycush_7197	9	7
Snamaycush_7198	275	166
Snamaycush_7199	34	31
Snamaycush_7200	134	157
Snamaycush_7201	7	6
Snamaycush_7202	33	27
Snamaycush_7203	526	528
Snamaycush_7204	5	6
Snamaycush_7205	17	20
Snamaycush_7206	44	38
Snamaycush_7207	62	27
Snamaycush_7208	382	314
Snamaycush_7209	658	583
Snamaycush_7210	3014	2054
Snamaycush_7211	34	14
Snamaycush_7212	0	0
Snamaycush_7213	21	19
Snamaycush_7214	377	299
Snamaycush_7215	43	28
Snamaycush_7216	40	28
Snamaycush_7217	45	27
Snamaycush_7218	4	2
Snamaycush_7219	112	104
Snamaycush_7220	22	41
Snamaycush_7221	77	92
Snamaycush_7222	23	22
Snamaycush_7223	6	2
Snamaycush_7224	0	0
Snamaycush_7225	10	10
Snamaycush_7226	76	68
Snamaycush_7227	16	22
Snamaycush_7228	0	0
Snamaycush_7229	0	3
Snamaycush_7230	3	3
Snamaycush_7231	24	17
Snamaycush_7232	66	56
Snamaycush_7233	2	0
Snamaycush_7234	7	3
Snamaycush_7235	25	14
Snamaycush_7236	261	220
Snamaycush_7237	1	0
Snamaycush_7238	0	0
Snamaycush_7239	32	15
Snamaycush_7240	7	4
Snamaycush_7241	2	0
Snamaycush_7242	7	5
Snamaycush_7243	25	16
Snamaycush_7244	9	5
Snamaycush_7245	17	16
Snamaycush_7246	542	499
Snamaycush_7247	2049	1779
Snamaycush_7248	697	682
Snamaycush_7249	38	24
Snamaycush_7250	26	21
Snamaycush_7251	24	17
Snamaycush_7252	0	0
Snamaycush_7253	19	20
Snamaycush_7254	193	226
Snamaycush_7255	18	16
Snamaycush_7256	4126	3435
Snamaycush_7257	4	3
Snamaycush_7258	8	12
Snamaycush_7259	21	90
Snamaycush_7260	4	2
Snamaycush_7261	10706	6061
Snamaycush_7262	1	3
Snamaycush_7263	56	32
Snamaycush_7264	0	2
Snamaycush_7265	3872	3076
Snamaycush_7266	18	13
Snamaycush_7267	261	225
Snamaycush_7268	67	55
Snamaycush_7269	12	14
Snamaycush_7270	3	0
Snamaycush_7271	15	16
Snamaycush_7272	36	39
Snamaycush_7273	17	13
Snamaycush_7274	44	43
Snamaycush_7275	7406	5731
Snamaycush_7276	12	13
Snamaycush_7277	8	3
Snamaycush_7278	213	180
Snamaycush_7279	0	0
Snamaycush_7280	2	1
Snamaycush_7281	37	14
Snamaycush_7282	0	0
Snamaycush_7283	12	11
Snamaycush_7284	16	13
Snamaycush_7285	1	3
Snamaycush_7286	61	60
Snamaycush_7287	2	4
Snamaycush_7288	31	30
Snamaycush_7289	4	3
Snamaycush_7290	1	0
Snamaycush_7291	16	3
Snamaycush_7292	14	14
Snamaycush_7293	1	5
Snamaycush_7294	99	70
Snamaycush_7295	1049	829
Snamaycush_7296	56	25
Snamaycush_7297	17	18
Snamaycush_7298	27	22
Snamaycush_7299	234	183
Snamaycush_7300	181	106
Snamaycush_7301	45	27
Snamaycush_7302	1	1
Snamaycush_7303	18	17
Snamaycush_7304	10	10
Snamaycush_7305	21403	19267
Snamaycush_7306	20	27
Snamaycush_7307	123	101
Snamaycush_7308	48	57
Snamaycush_7309	1	0
Snamaycush_7310	4	9
Snamaycush_7311	3	1
Snamaycush_7312	64	52
Snamaycush_7313	17	5
Snamaycush_7314	1	1
Snamaycush_7315	3	4
Snamaycush_7316	11	4
Snamaycush_7317	6	2
Snamaycush_7318	6140	6672
Snamaycush_7319	125	92
Snamaycush_7320	4	2
Snamaycush_7321	7	17
Snamaycush_7322	2036	1750
Snamaycush_7323	1	3
Snamaycush_7324	6	1
Snamaycush_7325	119	101
Snamaycush_7326	8	8
Snamaycush_7327	5	3
Snamaycush_7328	108	127
Snamaycush_7329	22	14
Snamaycush_7330	26	12
Snamaycush_7331	2244	5435
Snamaycush_7332	63	39
Snamaycush_7333	4	3
Snamaycush_7334	0	0
Snamaycush_7335	49	25
Snamaycush_7336	1	2
Snamaycush_7337	52	42
Snamaycush_7338	0	0
Snamaycush_7339	1	4
Snamaycush_7340	0	1
Snamaycush_7341	50	44
Snamaycush_7342	13	10
Snamaycush_7343	1	2
Snamaycush_7344	0	0
Snamaycush_7345	529	441
Snamaycush_7346	10	4
Snamaycush_7347	11	6
Snamaycush_7348	39	46
Snamaycush_7349	10	11
Snamaycush_7350	0	0
Snamaycush_7351	2	1
Snamaycush_7352	21	23
Snamaycush_7353	0	0
Snamaycush_7354	56	47
Snamaycush_7355	7	8
Snamaycush_7356	13	7
Snamaycush_7357	51	18
Snamaycush_7358	19	24
Snamaycush_7359	9	12
Snamaycush_7360	34	17
Snamaycush_7361	21	13
Snamaycush_7362	2	1
Snamaycush_7363	196	137
Snamaycush_7364	11	4
Snamaycush_7365	300	202
Snamaycush_7366	0	0
Snamaycush_7367	47	36
Snamaycush_7368	10	13
Snamaycush_7369	135	132
Snamaycush_7370	163	166
Snamaycush_7371	14	14
Snamaycush_7372	8	14
Snamaycush_7373	23	28
Snamaycush_7374	36	21
Snamaycush_7375	43	26
Snamaycush_7376	84	45
Snamaycush_7377	6	2
Snamaycush_7378	33	24
Snamaycush_7379	2	0
Snamaycush_7380	50	37
Snamaycush_7381	2	1
Snamaycush_7382	21	23
Snamaycush_7383	16	15
Snamaycush_7384	1	1
Snamaycush_7385	667	578
Snamaycush_7386	21	32
Snamaycush_7387	0	1
Snamaycush_7388	0	0
Snamaycush_7389	30	25
Snamaycush_7390	54	63
Snamaycush_7391	0	0
Snamaycush_7392	38	38
Snamaycush_7393	6	0
Snamaycush_7394	13	414
Snamaycush_7395	13893	13406
Snamaycush_7396	40	35
Snamaycush_7397	0	0
Snamaycush_7398	48	33
Snamaycush_7399	1	1
Snamaycush_7400	17	17
Snamaycush_7401	338	357
Snamaycush_7402	36	41
Snamaycush_7403	13	7
Snamaycush_7404	246	158
Snamaycush_7405	2	3
Snamaycush_7406	36	18
Snamaycush_7407	261	215
Snamaycush_7408	8	7
Snamaycush_7409	169	144
Snamaycush_7410	16	13
Snamaycush_7411	1016	987
Snamaycush_7412	1	0
Snamaycush_7413	41	38
Snamaycush_7414	103	108
Snamaycush_7415	28	28
Snamaycush_7416	70	61
Snamaycush_7417	4	7
Snamaycush_7418	62	96
Snamaycush_7419	14	14
Snamaycush_7420	1	6
Snamaycush_7421	0	0
Snamaycush_7422	6	22
Snamaycush_7423	1	3
Snamaycush_7424	22	27
Snamaycush_7425	589	555
Snamaycush_7426	2	4
Snamaycush_7427	27	20
Snamaycush_7428	0	1
Snamaycush_7429	0	0
Snamaycush_7430	199	154
Snamaycush_7431	96	57
Snamaycush_7432	246	220
Snamaycush_7433	242	137
Snamaycush_7434	12	9
Snamaycush_7435	2	1
Snamaycush_7436	842	666
Snamaycush_7437	204	136
Snamaycush_7438	34	17
Snamaycush_7439	96	74
Snamaycush_7440	4	4
Snamaycush_7441	44	46
Snamaycush_7442	10	4
Snamaycush_7443	0	0
Snamaycush_7444	199	128
Snamaycush_7445	83	65
Snamaycush_7446	11	11
Snamaycush_7447	10	5
Snamaycush_7448	3	2
Snamaycush_7449	50	67
Snamaycush_7450	45	27
Snamaycush_7451	7	12
Snamaycush_7452	58	55
Snamaycush_7453	0	1
Snamaycush_7454	31	18
Snamaycush_7455	2	0
Snamaycush_7456	1520	1550
Snamaycush_7457	44	22
Snamaycush_7458	13	6
Snamaycush_7459	18	20
Snamaycush_7460	93	96
Snamaycush_7461	26	11
Snamaycush_7462	42	41
Snamaycush_7463	20	18
Snamaycush_7464	67	48
Snamaycush_7465	11176	9455
Snamaycush_7466	104	88
Snamaycush_7467	10	4
Snamaycush_7468	480	387
Snamaycush_7469	9	6
Snamaycush_7470	68	59
Snamaycush_7471	36	42
Snamaycush_7472	370	359
Snamaycush_7473	7	3
Snamaycush_7474	7	1
Snamaycush_7475	4	8
Snamaycush_7476	32	34
Snamaycush_7477	8	10
Snamaycush_7478	54	29
Snamaycush_7479	10	10
Snamaycush_7480	516	443
Snamaycush_7481	57	55
Snamaycush_7482	118	104
Snamaycush_7483	0	0
Snamaycush_7484	11	9
Snamaycush_7485	40	46
Snamaycush_7486	13	9
Snamaycush_7487	390	321
Snamaycush_7488	4	1
Snamaycush_7489	2	0
Snamaycush_7490	1223	1244
Snamaycush_7491	252	217
Snamaycush_7492	51	38
Snamaycush_7493	4	6
Snamaycush_7494	21	16
Snamaycush_7495	55	81
Snamaycush_7496	9	5
Snamaycush_7497	1	0
Snamaycush_7498	11	10
Snamaycush_7499	5	5
Snamaycush_7500	41	22
Snamaycush_7501	3137	3034
Snamaycush_7502	1133	1172
Snamaycush_7503	0	0
Snamaycush_7504	79	50
Snamaycush_7505	447	459
Snamaycush_7506	3	1
Snamaycush_7507	223	173
Snamaycush_7508	364	272
Snamaycush_7509	5	17
Snamaycush_7510	52	27
Snamaycush_7511	4	5
Snamaycush_7512	2	1
Snamaycush_7513	109	84
Snamaycush_7514	317	286
Snamaycush_7515	10	12
Snamaycush_7516	1311	913
Snamaycush_7517	1	0
Snamaycush_7518	12	10
Snamaycush_7519	0	0
Snamaycush_7520	20	10
Snamaycush_7521	1	0
Snamaycush_7522	0	0
Snamaycush_7523	42	42
Snamaycush_7524	146	82
Snamaycush_7525	10	3
Snamaycush_7526	1	0
Snamaycush_7527	22	17
Snamaycush_7528	37	20
Snamaycush_7529	2727	1933
Snamaycush_7530	0	0
Snamaycush_7531	192	140
Snamaycush_7532	9	5
Snamaycush_7533	161	125
Snamaycush_7534	30	16
Snamaycush_7535	2	4
Snamaycush_7536	4	3
Snamaycush_7537	18	12
Snamaycush_7538	2	3
Snamaycush_7539	4	9
Snamaycush_7540	68	61
Snamaycush_7541	14	18
Snamaycush_7542	1385	1013
Snamaycush_7543	1	1
Snamaycush_7544	3	4
Snamaycush_7545	105	102
Snamaycush_7546	9	14
Snamaycush_7547	2	3
Snamaycush_7548	4614	2890
Snamaycush_7549	0	0
Snamaycush_7550	4	1
Snamaycush_7551	25	21
Snamaycush_7552	9	4
Snamaycush_7553	255	168
Snamaycush_7554	25	16
Snamaycush_7555	14	11
Snamaycush_7556	38	14
Snamaycush_7557	10	7
Snamaycush_7558	49	38
Snamaycush_7559	23	36
Snamaycush_7560	7	9
Snamaycush_7561	19	9
Snamaycush_7562	18	13
Snamaycush_7563	0	0
Snamaycush_7564	127	82
Snamaycush_7565	4	3
Snamaycush_7566	5	5
Snamaycush_7567	27	13
Snamaycush_7568	8436	7611
Snamaycush_7569	107	77
Snamaycush_7570	93	58
Snamaycush_7571	53	52
Snamaycush_7572	1	0
Snamaycush_7573	11	6
Snamaycush_7574	7	2
Snamaycush_7575	42	45
Snamaycush_7576	26	13
Snamaycush_7577	67	26
Snamaycush_7578	45	35
Snamaycush_7579	55	34
Snamaycush_7580	524	341
Snamaycush_7581	43	33
Snamaycush_7582	1	2
Snamaycush_7583	66	53
Snamaycush_7584	11	16
Snamaycush_7585	3	3
Snamaycush_7586	5	6
Snamaycush_7587	2	7
Snamaycush_7588	34	34
Snamaycush_7589	5	1
Snamaycush_7590	2	2
Snamaycush_7591	1667	1800
Snamaycush_7592	8	4
Snamaycush_7593	1	1
Snamaycush_7594	61	41
Snamaycush_7595	1	1
Snamaycush_7596	57	55
Snamaycush_7597	22	21
Snamaycush_7598	25	15
Snamaycush_7599	4	5
Snamaycush_7600	5	3
Snamaycush_7601	26	14
Snamaycush_7602	1	2
Snamaycush_7603	11	6
Snamaycush_7604	150	108
Snamaycush_7605	28	26
Snamaycush_7606	3	1
Snamaycush_7607	95	116
Snamaycush_7608	81	42
Snamaycush_7609	190	260
Snamaycush_7610	193	101
Snamaycush_7611	22	16
Snamaycush_7612	6	2
Snamaycush_7613	8	4
Snamaycush_7614	10	7
Snamaycush_7615	36	34
Snamaycush_7616	21	16
Snamaycush_7617	11	12
Snamaycush_7618	0	0
Snamaycush_7619	8	11
Snamaycush_7620	1	0
Snamaycush_7621	6	10
Snamaycush_7622	13	9
Snamaycush_7623	11	15
Snamaycush_7624	6	3
Snamaycush_7625	3	4
Snamaycush_7626	0	0
Snamaycush_7627	1	0
Snamaycush_7628	73	142
Snamaycush_7629	12	12
Snamaycush_7630	4	9
Snamaycush_7631	15	16
Snamaycush_7632	1	4
Snamaycush_7633	8	12
Snamaycush_7634	56	52
Snamaycush_7635	0	0
Snamaycush_7636	1	3
Snamaycush_7637	17	25
Snamaycush_7638	0	0
Snamaycush_7639	31	33
Snamaycush_7640	24	16
Snamaycush_7641	30	36
Snamaycush_7642	1	0
Snamaycush_7643	0	0
Snamaycush_7644	8	11
Snamaycush_7645	1	3
Snamaycush_7646	1	2
Snamaycush_7647	0	0
Snamaycush_7648	5	3
Snamaycush_7649	11	16
Snamaycush_7650	11	11
Snamaycush_7651	11	9
Snamaycush_7652	18	11
Snamaycush_7653	6	6
Snamaycush_7654	1	0
Snamaycush_7655	79	68
Snamaycush_7656	1	1
Snamaycush_7657	1	1
Snamaycush_7658	0	0
Snamaycush_7659	44	25
Snamaycush_7660	4	6
Snamaycush_7661	17	10
Snamaycush_7662	6	5
Snamaycush_7663	0	0
Snamaycush_7664	42	36
Snamaycush_7665	127	185
Snamaycush_7666	9	3
Snamaycush_7667	714	649
Snamaycush_7668	7	3
Snamaycush_7669	1	5
Snamaycush_7670	213	131
Snamaycush_7671	152	116
Snamaycush_7672	6	2
Snamaycush_7673	66	68
Snamaycush_7674	15	19
Snamaycush_7675	8	1
Snamaycush_7676	0	0
Snamaycush_7677	4	3
Snamaycush_7678	15	16
Snamaycush_7679	2	1
Snamaycush_7680	2	1
Snamaycush_7681	24	24
Snamaycush_7682	4	6
Snamaycush_7683	211	125
Snamaycush_7684	8	11
Snamaycush_7685	249	108
Snamaycush_7686	38	24
Snamaycush_7687	16	10
Snamaycush_7688	2	5
Snamaycush_7689	5	1
Snamaycush_7690	11	3
Snamaycush_7691	2	10
Snamaycush_7692	89	93
Snamaycush_7693	20	12
Snamaycush_7694	472	417
Snamaycush_7695	18	13
Snamaycush_7696	81	57
Snamaycush_7697	1	10
Snamaycush_7698	3	2
Snamaycush_7699	1	0
Snamaycush_7700	10	19
Snamaycush_7701	0	0
Snamaycush_7702	26	19
Snamaycush_7703	9	6
Snamaycush_7704	41	38
Snamaycush_7705	3	1
Snamaycush_7706	6	5
Snamaycush_7707	63	87
Snamaycush_7708	0	1
Snamaycush_7709	3	2
Snamaycush_7710	530	442
Snamaycush_7711	0	0
Snamaycush_7712	4	5
Snamaycush_7713	4	9
Snamaycush_7714	7	7
Snamaycush_7715	11	2
Snamaycush_7716	343	312
Snamaycush_7717	0	0
Snamaycush_7718	8	6
Snamaycush_7719	0	3
Snamaycush_7720	1	1
Snamaycush_7721	1	1
Snamaycush_7722	1	0
Snamaycush_7723	1	1
Snamaycush_7724	0	1
Snamaycush_7725	3	1
Snamaycush_7726	39	22
Snamaycush_7727	114	88
Snamaycush_7728	73	41
Snamaycush_7729	0	0
Snamaycush_7730	9	11
Snamaycush_7731	21	26
Snamaycush_7732	5	4
Snamaycush_7733	3	4
Snamaycush_7734	31	33
Snamaycush_7735	0	0
Snamaycush_7736	0	2
Snamaycush_7737	73	78
Snamaycush_7738	17	19
Snamaycush_7739	284	207
Snamaycush_7740	146	115
Snamaycush_7741	6	12
Snamaycush_7742	54	44
Snamaycush_7743	1	1
Snamaycush_7744	0	3
Snamaycush_7745	0	0
Snamaycush_7746	0	1
Snamaycush_7747	13	19
Snamaycush_7748	95	79
Snamaycush_7749	20	23
Snamaycush_7750	13	6
Snamaycush_7751	50	46
Snamaycush_7752	31	24
Snamaycush_7753	49	45
Snamaycush_7754	3	6
Snamaycush_7755	6	9
Snamaycush_7756	10	17
Snamaycush_7757	152	121
Snamaycush_7758	13	10
Snamaycush_7759	8	4
Snamaycush_7760	43	34
Snamaycush_7761	3	1
Snamaycush_7762	49	59
Snamaycush_7763	0	5
Snamaycush_7764	5	1
Snamaycush_7765	156	91
Snamaycush_7766	5	1
Snamaycush_7767	2	4
Snamaycush_7768	9	8
Snamaycush_7769	87	70
Snamaycush_7770	19	15
Snamaycush_7771	0	0
Snamaycush_7772	0	1
Snamaycush_7773	1	1
Snamaycush_7774	4	3
Snamaycush_7775	1	9
Snamaycush_7776	4	3
Snamaycush_7777	7	7
Snamaycush_7778	3	0
Snamaycush_7779	67	48
Snamaycush_7780	3	1
Snamaycush_7781	1	0
Snamaycush_7782	3	2
Snamaycush_7783	11	15
Snamaycush_7784	199	153
Snamaycush_7785	19	19
Snamaycush_7786	26	33
Snamaycush_7787	6	5
Snamaycush_7788	274	192
Snamaycush_7789	116	156
Snamaycush_7790	14	12
Snamaycush_7791	14	9
Snamaycush_7792	132	86
Snamaycush_7793	21	12
Snamaycush_7794	9	8
Snamaycush_7795	18	17
Snamaycush_7796	7	6
Snamaycush_7797	1	6
Snamaycush_7798	19	27
Snamaycush_7799	129	75
Snamaycush_7800	246	148
Snamaycush_7801	3	4
Snamaycush_7802	5	4
Snamaycush_7803	41	31
Snamaycush_7804	43	36
Snamaycush_7805	61	26
Snamaycush_7806	26	66
Snamaycush_7807	18036	14175
Snamaycush_7808	138	93
Snamaycush_7809	0	1
Snamaycush_7810	4846	3939
Snamaycush_7811	81	67
Snamaycush_7812	47	40
Snamaycush_7813	113	91
Snamaycush_7814	35	56
Snamaycush_7815	418	314
Snamaycush_7816	7	6
Snamaycush_7817	197	134
Snamaycush_7818	119	77
Snamaycush_7819	33	21
Snamaycush_7820	9	3
Snamaycush_7821	1	0
Snamaycush_7822	163	161
Snamaycush_7823	36	42
Snamaycush_7824	13	9
Snamaycush_7825	13	13
Snamaycush_7826	11	1
Snamaycush_7827	1	0
Snamaycush_7828	17	12
Snamaycush_7829	28	32
Snamaycush_7830	84	73
Snamaycush_7831	0	3
Snamaycush_7832	6	18
Snamaycush_7833	1	1
Snamaycush_7834	72	51
Snamaycush_7835	0	1
Snamaycush_7836	41	40
Snamaycush_7837	271	198
Snamaycush_7838	0	0
Snamaycush_7839	250	184
Snamaycush_7840	5	5
Snamaycush_7841	320	162
Snamaycush_7842	44	46
Snamaycush_7843	69	79
Snamaycush_7844	7	3
Snamaycush_7845	29	23
Snamaycush_7846	10	8
Snamaycush_7847	2	1
Snamaycush_7848	8	17
Snamaycush_7849	9	9
Snamaycush_7850	34	28
Snamaycush_7851	2	1
Snamaycush_7852	107	107
Snamaycush_7853	113	73
Snamaycush_7854	107	74
Snamaycush_7855	17	24
Snamaycush_7856	66	64
Snamaycush_7857	21	95
Snamaycush_7858	6	1
Snamaycush_7859	67	79
Snamaycush_7860	8	6
Snamaycush_7861	2	1
Snamaycush_7862	23	27
Snamaycush_7863	21824	22039
Snamaycush_7864	1	0
Snamaycush_7865	8	6
Snamaycush_7866	25	31
Snamaycush_7867	1	1
Snamaycush_7868	18	14
Snamaycush_7869	0	0
Snamaycush_7870	10	1
Snamaycush_7871	16	10
Snamaycush_7872	1	1
Snamaycush_7873	49	49
Snamaycush_7874	20	23
Snamaycush_7875	1492	928
Snamaycush_7876	7	3
Snamaycush_7877	185	149
Snamaycush_7878	16	8
Snamaycush_7879	46	21
Snamaycush_7880	31	21
Snamaycush_7881	57	47
Snamaycush_7882	330	229
Snamaycush_7883	129	104
Snamaycush_7884	7	7
Snamaycush_7885	158	172
Snamaycush_7886	14	10
Snamaycush_7887	16	8
Snamaycush_7888	227	184
Snamaycush_7889	58	56
Snamaycush_7890	121	81
Snamaycush_7891	51	34
Snamaycush_7892	111	84
Snamaycush_7893	13	11
Snamaycush_7894	90	44
Snamaycush_7895	94652	86470
Snamaycush_7896	69	58
Snamaycush_7897	135	84
Snamaycush_7898	53	33
Snamaycush_7899	15	15
Snamaycush_7900	1	1
Snamaycush_7901	2	1
Snamaycush_7902	1	0
Snamaycush_7903	343	231
Snamaycush_7904	3	2
Snamaycush_7905	4058	3208
Snamaycush_7906	220	199
Snamaycush_7907	5	8
Snamaycush_7908	8	6
Snamaycush_7909	1	0
Snamaycush_7910	123	122
Snamaycush_7911	983	692
Snamaycush_7912	19	11
Snamaycush_7913	7	7
Snamaycush_7914	153	136
Snamaycush_7915	0	0
Snamaycush_7916	30	26
Snamaycush_7917	5	8
Snamaycush_7918	2	7
Snamaycush_7919	165	181
Snamaycush_7920	14	6
Snamaycush_7921	58	64
Snamaycush_7922	386	323
Snamaycush_7923	5	4
Snamaycush_7924	21	20
Snamaycush_7925	46	43
Snamaycush_7926	3	4
Snamaycush_7927	67	59
Snamaycush_7928	9	12
Snamaycush_7929	4	2
Snamaycush_7930	155	142
Snamaycush_7931	9	20
Snamaycush_7932	48	89
Snamaycush_7933	2	1
Snamaycush_7934	12	9
Snamaycush_7935	490	333
Snamaycush_7936	7	6
Snamaycush_7937	11350	7368
Snamaycush_7938	29	32
Snamaycush_7939	1	0
Snamaycush_7940	142	103
Snamaycush_7941	730	514
Snamaycush_7942	29	22
Snamaycush_7943	174	155
Snamaycush_7944	42	48
Snamaycush_7945	1	2
Snamaycush_7946	30	25
Snamaycush_7947	3	4
Snamaycush_7948	725	446
Snamaycush_7949	17	25
Snamaycush_7950	53	36
Snamaycush_7951	88	60
Snamaycush_7952	5	8
Snamaycush_7953	20	23
Snamaycush_7954	3	1
Snamaycush_7955	199	182
Snamaycush_7956	19	11
Snamaycush_7957	59	34
Snamaycush_7958	77	57
Snamaycush_7959	1088	783
Snamaycush_7960	4009	2803
Snamaycush_7961	200	128
Snamaycush_7962	24	22
Snamaycush_7963	577	397
Snamaycush_7964	13	9
Snamaycush_7965	3	1
Snamaycush_7966	15	12
Snamaycush_7967	11	6
Snamaycush_7968	512	375
Snamaycush_7969	33	36
Snamaycush_7970	164	122
Snamaycush_7971	46	63
Snamaycush_7972	1781	1792
Snamaycush_7973	4	6
Snamaycush_7974	106	72
Snamaycush_7975	129	116
Snamaycush_7976	97	35
Snamaycush_7977	103	76
Snamaycush_7978	5	4
Snamaycush_7979	56	45
Snamaycush_7980	1	4
Snamaycush_7981	2	0
Snamaycush_7982	0	0
Snamaycush_7983	91	117
Snamaycush_7984	312	268
Snamaycush_7985	4013	4766
Snamaycush_7986	1697	1544
Snamaycush_7987	118	112
Snamaycush_7988	67	50
Snamaycush_7989	1389	799
Snamaycush_7990	0	1
Snamaycush_7991	680	345
Snamaycush_7992	11	22
Snamaycush_7993	51	64
Snamaycush_7994	18	17
Snamaycush_7995	13	6
Snamaycush_7996	36	45
Snamaycush_7997	7970	5934
Snamaycush_7998	61	42
Snamaycush_7999	3	1
Snamaycush_8000	207	170
Snamaycush_8001	3	0
Snamaycush_8002	170	152
Snamaycush_8003	597	655
Snamaycush_8004	45	49
Snamaycush_8005	24	25
Snamaycush_8006	273	273
Snamaycush_8007	44	49
Snamaycush_8008	1151	1082
Snamaycush_8009	2	5
Snamaycush_8010	16	26
Snamaycush_8011	636	520
Snamaycush_8012	6	8
Snamaycush_8013	142	102
Snamaycush_8014	140	81
Snamaycush_8015	6	1
Snamaycush_8016	2	1
Snamaycush_8017	29	39
Snamaycush_8018	0	12
Snamaycush_8019	6	7
Snamaycush_8020	4	4
Snamaycush_8021	5	46
Snamaycush_8022	13	12
Snamaycush_8023	1787	1315
Snamaycush_8024	31	22
Snamaycush_8025	65	51
Snamaycush_8026	627	376
Snamaycush_8027	80	49
Snamaycush_8028	17	17
Snamaycush_8029	2	4
Snamaycush_8030	57	48
Snamaycush_8031	23	23
Snamaycush_8032	1	0
Snamaycush_8033	49	30
Snamaycush_8034	7	5
Snamaycush_8035	191	121
Snamaycush_8036	202	195
Snamaycush_8037	9	6
Snamaycush_8038	98	64
Snamaycush_8039	28	31
Snamaycush_8040	35	48
Snamaycush_8041	9	9
Snamaycush_8042	2	6
Snamaycush_8043	201	132
Snamaycush_8044	35	29
Snamaycush_8045	1	2
Snamaycush_8046	4	4
Snamaycush_8047	203	149
Snamaycush_8048	3	10
Snamaycush_8049	14	12
Snamaycush_8050	13	13
Snamaycush_8051	74	84
Snamaycush_8052	2	5
Snamaycush_8053	33	28
Snamaycush_8054	4	0
Snamaycush_8055	31	43
Snamaycush_8056	66	45
Snamaycush_8057	203	220
Snamaycush_8058	27	34
Snamaycush_8059	173	137
Snamaycush_8060	2	2
Snamaycush_8061	694	557
Snamaycush_8062	10	3
Snamaycush_8063	18	11
Snamaycush_8064	467	441
Snamaycush_8065	3	3
Snamaycush_8066	46	44
Snamaycush_8067	283	209
Snamaycush_8068	53	30
Snamaycush_8069	64	37
Snamaycush_8070	263	187
Snamaycush_8071	18	20
Snamaycush_8072	303	161
Snamaycush_8073	13	15
Snamaycush_8074	64	80
Snamaycush_8075	494	324
Snamaycush_8076	12	5
Snamaycush_8077	13	8
Snamaycush_8078	10	12
Snamaycush_8079	1	1
Snamaycush_8080	66	24
Snamaycush_8081	7	3
Snamaycush_8082	108	113
Snamaycush_8083	98	84
Snamaycush_8084	155	134
Snamaycush_8085	5	4
Snamaycush_8086	3	1
Snamaycush_8087	212	169
Snamaycush_8088	1731	1608
Snamaycush_8089	1	1
Snamaycush_8090	96	71
Snamaycush_8091	426	435
Snamaycush_8092	13	7
Snamaycush_8093	388	423
Snamaycush_8094	75	42
Snamaycush_8095	3	8
Snamaycush_8096	82	50
Snamaycush_8097	118	84
